Generative Model,n_real,n_annotated,n_total,patch_final_score AUC,patch_final_score AP
Sora,1698.0,1698.0,3396.0,0.8007353971484502,0.8172001482779088
VEO3,1698.0,1698.0,3396.0,0.8175051088996825,0.8215361817918215
Average,1698.0,1698.0,3396.0,0.8091202530240664,0.8193681650348652
