Generative Model,n_real,n_annotated,n_total,patch_final_score AUC,patch_final_score AP
Sora,1698.0,1698.0,3396.0,0.8382069045409204,0.8486455231405805
VEO3,1698.0,1698.0,3396.0,0.8478421922278132,0.8496379725001126
Average,1698.0,1698.0,3396.0,0.8430245483843668,0.8491417478203466
