Generative Model,n_real,n_annotated,n_total,patch_final_score AUC,patch_final_score AP
Sora,1698.0,1698.0,3396.0,0.8464250188332149,0.854375912839904
VEO3,1698.0,1698.0,3396.0,0.8626980609072408,0.8629141200640997
Average,1698.0,1698.0,3396.0,0.8545615398702278,0.8586450164520019
