dataset,auc,real_positive_ap,fake_positive_ap,fake_tpr_at_0_1pct_real_fpr,fake_tpr_at_1pct_real_fpr,real_fpr_at_95pct_fake_tpr,variant
genvideo,0.8217527493516317,0.8163219470747405,0.8204392687197603,0.09015953509703478,0.17889853828369184,0.5933370827269704,d2_diag_boot_43_raw
videofeedback,0.6128669814145401,0.6507784811077754,0.5884416953493687,0.012548726170733765,0.0194539466725803,0.7752966382766093,d2_diag_boot_43_raw
comgenvid,0.9196429457195154,0.9248819579069146,0.9166366897663458,0.07739420935412027,0.3012249443207127,0.34242761692650336,d2_boot_59
genvideo,0.8833052166463871,0.8729875095710815,0.8828208651445564,0.12394407558121771,0.2874815080609561,0.48272146173587477,d2_boot_59
videofeedback,0.8318176924215283,0.8460641576069349,0.8016154517604666,0.03859391921833344,0.06463164908045115,0.5318064033830886,d2_boot_59
comgenvid,0.8961987415737025,0.8961930557057484,0.8994683059802877,0.051224944320712694,0.3201559020044543,0.4610244988864143,d2_boot_59_only
genvideo,0.8530387767603255,0.8445016063981381,0.8548046594576105,0.08074521587732117,0.2392402488949424,0.5836910298583396,d2_boot_59_only
videofeedback,0.7727060943154194,0.7870622553138064,0.7392948771270906,0.021248725039320727,0.024371327207794457,0.6429707257345852,d2_boot_59_only
comgenvid,0.8962145525071801,0.8964083802218294,0.8998783270062397,0.06625835189309577,0.32126948775055675,0.46046770601336307,d2_boot_59_raw
genvideo,0.8524252898130549,0.8429718181706856,0.854867081652892,0.08247372985523074,0.2471714809321654,0.5855780172157248,d2_boot_59_raw
videofeedback,0.7733546891840528,0.7866918410460572,0.7410082970718509,0.03256901223206317,0.04513374915721002,0.6434531385333228,d2_boot_59_raw
comgenvid,0.9284229740923904,0.9322411398948398,0.9270497613648088,0.08908685968819599,0.3674832962138085,0.3129175946547884,d2_diag_boot_59
genvideo,0.8886459586343953,0.8797615815599388,0.8855766565816806,0.10947573096189693,0.25998562279413784,0.4607370214013741,d2_diag_boot_59
videofeedback,0.760351391895311,0.7795763544111138,0.7338239787971802,0.08673122833853043,0.10409480566556395,0.6291386607235151,d2_diag_boot_59
comgenvid,0.8507038655562225,0.8341666928843998,0.8514112181247725,0.030066815144766147,0.22216035634743875,0.5690423162583519,d2_diag_boot_59_only
genvideo,0.8254476456844397,0.8207822288654277,0.8234172367852853,0.09040659222545769,0.18533201210146993,0.5890229134402618,d2_diag_boot_59_only
videofeedback,0.6192179244230396,0.6546976488877839,0.596055068293037,0.012985811210866121,0.023422286826827506,0.7704599282975455,d2_diag_boot_59_only
comgenvid,0.850678444055337,0.8343893824015358,0.8519098039361819,0.037305122494432075,0.22438752783964366,0.566815144766147,d2_diag_boot_59_raw
genvideo,0.8249815621943609,0.8194094457670923,0.8241601581813965,0.09201100733075866,0.1886489254666269,0.5910943420116903,d2_diag_boot_59_raw
videofeedback,0.6185959369591334,0.6527192336253337,0.5960346972987977,0.014608600999800108,0.02595238109163052,0.7746775649300502,d2_diag_boot_59_raw
comgenvid,0.9197406014851117,0.9255421921921698,0.916704231125322,0.09242761692650334,0.3307349665924276,0.3474387527839644,d2_boot_71
genvideo,0.8785062110595769,0.8671144889575162,0.8781836519335722,0.10882836691253925,0.2513886891633154,0.5012619825038108,d2_boot_71
videofeedback,0.8304232829555336,0.8439559591252336,0.8021516164979626,0.037955578068427843,0.08052605136703604,0.5296972250587192,d2_boot_71
comgenvid,0.8930368648965035,0.8966545838233846,0.8936011851689772,0.08073496659242763,0.27951002227171495,0.45322939866369716,d2_boot_71_only
genvideo,0.8441334777619502,0.8343721133170547,0.8455645041978853,0.06230812572732136,0.19587476975898171,0.5916437683741618,d2_boot_71_only
videofeedback,0.7678547688283693,0.781614805837754,0.735137407811692,0.024850106993085975,0.034772627931581694,0.6493110331145332,d2_boot_71_only
comgenvid,0.8930182637982946,0.8968350013295628,0.8939914729990557,0.08129175946547884,0.28285077951002224,0.45322939866369716,d2_boot_71_raw
genvideo,0.8434598512578761,0.8329547981196741,0.8458903182431257,0.07643957462737841,0.21445641427900902,0.5969253807919029,d2_boot_71_raw
videofeedback,0.7679010107386173,0.780882344495568,0.7360869724380429,0.03396009250545898,0.040119902887628574,0.6513920837171256,d2_boot_71_raw
comgenvid,0.9276181665765547,0.9314793772009222,0.9259970533955753,0.07461024498886415,0.3674832962138085,0.3190423162583519,d2_diag_boot_71
genvideo,0.8885997020712202,0.87927300874624,0.8864846261938301,0.11047831078228462,0.2675363872968179,0.45925258353388365,d2_diag_boot_71
videofeedback,0.7588044917380633,0.7780871771047951,0.7327936456712977,0.08574341071740751,0.10776406768845294,0.6328451685290947,d2_diag_boot_71
comgenvid,0.8418255613811441,0.8277750926302379,0.8374932020778585,0.0133630289532294,0.20044543429844097,0.5712694877505569,d2_diag_boot_71_only
genvideo,0.8293542606848809,0.8227418229100574,0.8290985575615508,0.07104199294242701,0.18611553102071685,0.5893636443560637,d2_diag_boot_71_only
videofeedback,0.6154593336626056,0.6524464023364412,0.5914954972528509,0.010237231147639997,0.021058906341402332,0.770412861844833,d2_diag_boot_71_only
comgenvid,0.841823701271323,0.8280044951160457,0.8377108888897193,0.016703786191536747,0.2032293986636971,0.5707126948775056,d2_diag_boot_71_raw
genvideo,0.828794792535116,0.8212714630225151,0.8297425855167905,0.08018099281477785,0.18831747792448444,0.591703899947118,d2_diag_boot_71_raw
videofeedback,0.6148572704518469,0.650263795845846,0.5913747366228446,0.011256039925069463,0.023438501667706124,0.7743377038030533,d2_diag_boot_71_raw
comgenvid,0.677484858706058,0.7360189351365556,0.6437224473358358,0.031180400890868598,0.05066815144766147,0.6670378619153674,ttr
genvideo,0.8609568032497474,0.8812053938233875,0.8423765210815363,0.18908161395738524,0.3331637567342187,0.40527470516498976,ttr
videofeedback,0.7914863981388215,0.8312222391890852,0.759053957038417,0.08765647690446648,0.15602358155053928,0.48338232380692436,ttr
comgenvid,0.33016732307875457,0.398117393035594,0.4056632696284687,0.0005567928730512249,0.006124721603563475,0.977728285077951,ttr_only
genvideo,0.6827329131424504,0.7257027393526121,0.6741680555127662,0.01948981910467141,0.05422109536949103,0.6530267181896174,ttr_only
videofeedback,0.6185215702141759,0.6568791262135454,0.6230505909980653,0.03068310774453371,0.05064091963318573,0.723911815603982,ttr_only
comgenvid,0.33017507353634157,0.3979736141007413,0.4054188851390518,0.0005567928730512249,0.0066815144766146995,0.977728285077951,ttr_raw
genvideo,0.6822967889962424,0.7258413409239528,0.6752272188233392,0.029542656475934726,0.059032107226130524,0.6536938914418972,ttr_raw
videofeedback,0.6180865479024388,0.6555374802345153,0.6231087799667528,0.03175158680877099,0.05151575494280365,0.7250156821248986,ttr_raw
comgenvid,0.6570053595964306,0.7357140812150484,0.5808698230029596,0.0,0.010022271714922048,0.6486636971046771,lsmi
genvideo,0.6750910001915067,0.7248044444312038,0.6091238560325785,0.011817629179331306,0.021297083211436314,0.70469615841588,lsmi
videofeedback,0.6626945366900107,0.7367929084850338,0.5984300399952055,0.007454502945206117,0.011867110326068237,0.6318526422331368,lsmi
comgenvid,0.28135370112251423,0.3759756311020356,0.37305297999685005,0.0,0.0011135857461024498,0.9944320712694877,lsmi_only
genvideo,0.30595523704126804,0.42138871892019314,0.38923315111691364,0.000817629179331307,0.0018890577507598785,0.9475197251052707,lsmi_only
videofeedback,0.4050666372290681,0.49917056485400124,0.4431969298057749,0.00035236081747709656,0.0018305574176249164,0.8831421009966981,lsmi_only
comgenvid,0.2813087484685096,0.3755795714326091,0.3727448583350574,0.0,0.0011135857461024498,0.9933184855233853,lsmi_raw
genvideo,0.30674112562096223,0.42154267960008973,0.3896270968941852,0.000817629179331307,0.0018890577507598785,0.9466456949820394,lsmi_raw
