group_type,dataset,subset,measure,n,mean,median,q10,q90,source_model,fixed_error_type,motion_group,effective_k_group,duration_group
generator,videofeedback,annotated,R0,300,0.09096244131455399,0.06338028169014084,0.0,0.23873239436619734,Fast-SVD,,,,
generator,videofeedback,annotated,R1,300,0.09820187793427229,0.07112676056338027,0.0028169014084507044,0.2507042253521127,Fast-SVD,,,,
generator,videofeedback,annotated,R1_minus_R0,300,0.007239436619718309,0.002816901408450704,0.0,0.01971830985915493,Fast-SVD,,,,
generator,videofeedback,annotated,rho_mean,300,0.16110729038715363,0.15120168030261993,0.10813141241669655,0.22901362478733067,LVDM,,,,
generator,videofeedback,annotated,rho_median,300,0.15545499222973982,0.14338871836662292,0.10318469405174256,0.22449970692396165,LVDM,,,,
generator,videofeedback,annotated,mean_motion_magnitude,300,7.258091407616933,7.354487419128418,4.754005670547485,9.884541511535645,LVDM,,,,
generator,videofeedback,annotated,mean_common_magnitude,300,2.9745908304055533,2.8809621334075928,1.7638513684272767,4.345257616043091,LVDM,,,,
generator,videofeedback,annotated,raw_d2_score,300,0.045816666611159795,0.0149999996647238,0.0,0.1000000014901161,LVDM,,,,
generator,videofeedback,annotated,residual_d2_score,300,0.10681666666952272,0.04500000178813934,0.009999999776482582,0.26499998569488525,LVDM,,,,
generator,videofeedback,annotated,R0,300,0.09967,0.072,0.012,0.21620000000000003,LVDM,,,,
generator,videofeedback,annotated,R1,300,0.12031000000000001,0.089,0.0159,0.265,LVDM,,,,
generator,videofeedback,annotated,R1_minus_R0,300,0.020640000000000002,0.009999999999999998,0.0,0.06240000000000009,LVDM,,,,
generator,videofeedback,annotated,rho_mean,300,0.11938434151777377,0.10062938928604126,0.046340867131948474,0.21756807863712313,LaVie-base,,,,
generator,videofeedback,annotated,rho_median,300,0.11040737954123567,0.08817300572991371,0.03846849463880062,0.21885891109704975,LaVie-base,,,,
generator,videofeedback,annotated,mean_motion_magnitude,300,4.740884044816097,4.37026047706604,1.8749298810958863,8.08756036758423,LaVie-base,,,,
generator,videofeedback,annotated,mean_common_magnitude,300,1.7441307770709196,1.4297287464141846,0.5294104278087616,3.248671555519105,LaVie-base,,,,
generator,videofeedback,annotated,raw_d2_score,300,0.08946666587454573,0.0350000001490116,0.0,0.2599999904632568,LaVie-base,,,,
generator,videofeedback,annotated,residual_d2_score,300,0.1646333335743596,0.08500000089406967,0.009999999776482582,0.4650000035762787,LaVie-base,,,,
generator,videofeedback,annotated,R0,300,0.14439,0.1105,0.005,0.33010000000000006,LaVie-base,,,,
generator,videofeedback,annotated,R1,300,0.17123666666666668,0.138,0.012900000000000003,0.3814000000000001,LaVie-base,,,,
generator,videofeedback,annotated,R1_minus_R0,300,0.026846666666666668,0.014000000000000005,0.0,0.07399999999999995,LaVie-base,,,,
generator,videofeedback,annotated,rho_mean,300,0.15633537139743567,0.14208412170410156,0.08944780156016349,0.2444643750786782,ModelScope,,,,
generator,videofeedback,annotated,rho_median,300,0.14982072081416845,0.13570234924554825,0.08263166397809982,0.23684011399745947,ModelScope,,,,
generator,videofeedback,annotated,mean_motion_magnitude,300,6.394204376935959,6.177741050720215,3.4332972526550294,9.84354124069214,ModelScope,,,,
generator,videofeedback,annotated,mean_common_magnitude,300,2.641301084359487,2.411822557449341,1.2567532420158387,4.284084987640381,ModelScope,,,,
generator,videofeedback,annotated,raw_d2_score,300,0.08369999951062099,0.01749999960884445,0.0,0.2604999899864197,ModelScope,,,,
generator,videofeedback,annotated,residual_d2_score,300,0.15058333386977513,0.05250000022351742,0.0,0.4650000035762787,ModelScope,,,,
generator,videofeedback,annotated,R0,300,0.15019999999999997,0.11,0.006,0.35810000000000003,ModelScope,,,,
generator,videofeedback,annotated,R1,300,0.17402,0.131,0.007800000000000005,0.41600000000000004,ModelScope,,,,
generator,videofeedback,annotated,R1_minus_R0,300,0.023820000000000004,0.008000000000000007,0.0,0.08200000000000002,ModelScope,,,,
generator,videofeedback,annotated,rho_mean,300,0.08359678449937039,0.07795862853527069,0.04442392811179161,0.1274795822799206,Pika,,,,
generator,videofeedback,annotated,rho_median,300,0.07260799393885664,0.0636106381813685,0.034619722204903766,0.12121079688270889,Pika,,,,
generator,videofeedback,annotated,mean_motion_magnitude,300,2.2302591977185675,2.0263687173525495,0.8875369330247244,3.969497458140056,Pika,,,,
generator,videofeedback,annotated,mean_common_magnitude,300,0.7499848822173144,0.6393571694691975,0.2625193238258362,1.370740004380544,Pika,,,,
generator,videofeedback,annotated,raw_d2_score,300,0.029472222187452803,0.012499999720603151,0.0,0.06516666561365127,Pika,,,,
generator,videofeedback,annotated,residual_d2_score,300,0.06265555559347073,0.02500000037252903,0.0016666666294137638,0.16550000160932551,Pika,,,,
generator,videofeedback,annotated,R0,300,0.137037558685446,0.11267605633802816,0.004225352112676056,0.2816901408450704,Pika,,,,
