group_type,dataset,subset,measure,n,mean,median,q10,q90,source_model,fixed_error_type,motion_group,effective_k_group,duration_group
generator,videofeedback,annotated,R1,300,0.14597652582159626,0.12253521126760561,0.008450704225352112,0.30450704225352115,Pika,,,,
generator,videofeedback,annotated,R1_minus_R0,300,0.008938967136150236,0.0028169014084507005,0.0,0.028169014084507046,Pika,,,,
generator,videofeedback,annotated,rho_mean,300,0.08704370034651625,0.06348598189651966,0.04399458467960358,0.1688651730616891,SoRA-Clip,,,,
generator,videofeedback,annotated,rho_median,300,0.08048537481783166,0.05676579289138317,0.036864457403620085,0.16020293335119884,SoRA-Clip,,,,
generator,videofeedback,annotated,mean_motion_magnitude,300,4.179162853724427,3.8108820120493574,1.794497799873352,7.433340962727866,SoRA-Clip,,,,
generator,videofeedback,annotated,mean_common_magnitude,300,1.3767943830953706,1.0291451017061868,0.4698627531528473,2.651357698440553,SoRA-Clip,,,,
generator,videofeedback,annotated,raw_d2_score,300,0.10289999966406156,0.031666666269302333,0.0,0.31216666450103164,SoRA-Clip,,,,
generator,videofeedback,annotated,residual_d2_score,300,0.15747222257778049,0.05333333214124044,0.006666666517655055,0.5201666782299678,SoRA-Clip,,,,
generator,videofeedback,annotated,R0,300,0.17675779342723005,0.1267605633802817,0.0028169014084507044,0.40323521126760575,SoRA-Clip,,,,
generator,videofeedback,annotated,R1,300,0.19428305164319248,0.13380281690140844,0.005492957746478877,0.46760563380281683,SoRA-Clip,,,,
generator,videofeedback,annotated,R1_minus_R0,300,0.01752525821596244,0.0028169014084507005,0.0,0.05352112676056342,SoRA-Clip,,,,
generator,videofeedback,annotated,rho_mean,300,0.1890870781863729,0.17503448575735092,0.10128083303570748,0.2969811022281648,Text2Video-Zero,,,,
generator,videofeedback,annotated,rho_median,300,0.1821901092181603,0.16863777488470078,0.0936074510216713,0.2963816672563553,Text2Video-Zero,,,,
generator,videofeedback,annotated,mean_motion_magnitude,300,8.034800774256388,7.9076011180877686,6.256054782867432,10.195327186584473,Text2Video-Zero,,,,
generator,videofeedback,annotated,mean_common_magnitude,300,3.5353978085517883,3.333975672721863,2.123459076881409,5.222595214843751,Text2Video-Zero,,,,
generator,videofeedback,annotated,raw_d2_score,300,0.1857833322044462,0.1024999991059303,0.0099999997764825,0.49650000333786043,Text2Video-Zero,,,,
generator,videofeedback,annotated,residual_d2_score,300,0.33225000062957405,0.33500000834465027,0.02500000037252903,0.6549999713897705,Text2Video-Zero,,,,
generator,videofeedback,annotated,R0,300,0.18842666666666666,0.147,0.02,0.41820000000000007,Text2Video-Zero,,,,
generator,videofeedback,annotated,R1,300,0.24336,0.20750000000000002,0.046000000000000006,0.48050000000000015,Text2Video-Zero,,,,
generator,videofeedback,annotated,R1_minus_R0,300,0.054933333333333334,0.052000000000000005,0.0018000000000000028,0.118,Text2Video-Zero,,,,
generator,videofeedback,annotated,rho_mean,300,0.060023714837928614,0.052046218886971474,0.0349003478884697,0.0897456236183644,VideoCrafter2,,,,
generator,videofeedback,annotated,rho_median,300,0.054151431707044444,0.047607362270355225,0.0296046020463109,0.08580830767750743,VideoCrafter2,,,,
generator,videofeedback,annotated,mean_motion_magnitude,300,2.6999381297826766,2.484146237373352,1.4668347597122193,4.052077674865723,VideoCrafter2,,,,
generator,videofeedback,annotated,mean_common_magnitude,300,0.7482817817231019,0.6528342068195343,0.38312850296497347,1.2230711340904237,VideoCrafter2,,,,
generator,videofeedback,annotated,raw_d2_score,300,0.05540000004693861,0.0149999996647238,0.0,0.1299999952316284,VideoCrafter2,,,,
generator,videofeedback,annotated,residual_d2_score,300,0.09743333305853108,0.04500000178813934,0.009999999776482582,0.24500000476837158,VideoCrafter2,,,,
generator,videofeedback,annotated,R0,300,0.059849999999999993,0.0225,0.0,0.16270000000000015,VideoCrafter2,,,,
generator,videofeedback,annotated,R1,300,0.07405666666666667,0.038000000000000006,0.002,0.20200000000000023,VideoCrafter2,,,,
generator,videofeedback,annotated,R1_minus_R0,300,0.014206666666666668,0.008,0.0,0.0404000000000001,VideoCrafter2,,,,
generator,videofeedback,annotated,rho_mean,300,0.19532297024296388,0.1878552387158076,0.12548624028762181,0.2741889705260595,ZeroScope-576w,,,,
generator,videofeedback,annotated,rho_median,300,0.19029590492447218,0.18410184731086093,0.11873934293786685,0.27356429894765216,ZeroScope-576w,,,,
generator,videofeedback,annotated,mean_motion_magnitude,300,5.7715345454216,5.705179015795389,4.132000041007996,7.394445594151816,ZeroScope-576w,,,,
generator,videofeedback,annotated,mean_common_magnitude,300,2.591461998290486,2.5413384437561035,1.577991320689519,3.650925993919373,ZeroScope-576w,,,,
generator,videofeedback,annotated,raw_d2_score,300,0.09184444448703691,0.013333333035310034,0.0,0.3335000044976671,ZeroScope-576w,,,,
generator,videofeedback,annotated,residual_d2_score,300,0.1391333330815865,0.048333334581305586,0.004999999888241291,0.37716667192677666,ZeroScope-576w,,,,
generator,videofeedback,annotated,R0,300,0.18712206572769954,0.1732394366197183,0.054929577464788736,0.3326760563380282,ZeroScope-576w,,,,
generator,videofeedback,annotated,R1,300,0.20007981220657275,0.18309859154929575,0.06309859154929578,0.3508450704225352,ZeroScope-576w,,,,
generator,videofeedback,annotated,R1_minus_R0,300,0.01295774647887324,0.0028169014084507005,0.0,0.047887323943661936,ZeroScope-576w,,,,
generator,videofeedback,real,rho_mean,250,0.07034623224288225,0.06003872243066629,0.04203346284727256,0.10491530274351435,DiDeMo,,,,
generator,videofeedback,real,rho_median,250,0.06673101928581794,0.055883457263310746,0.03875709436833858,0.09441800614198047,DiDeMo,,,,
generator,videofeedback,real,mean_motion_magnitude,250,5.805821103572845,5.57034452756246,3.191302704811096,9.239226531982421,DiDeMo,,,,
generator,videofeedback,real,mean_common_magnitude,250,1.6130275384585064,1.4721375306447348,0.8533171435197194,2.613651649157206,DiDeMo,,,,
generator,videofeedback,real,raw_d2_score,250,0.35985999945178626,0.3224999904632568,0.03816666677594181,0.7389999926090239,DiDeMo,,,,
generator,videofeedback,real,residual_d2_score,250,0.41144666604697705,0.39666667580604553,0.04799999985843898,0.8040000061194101,DiDeMo,,,,
generator,videofeedback,real,R0,250,0.4578929577464788,0.45140845070422536,0.14802816901408455,0.7861971830985914,DiDeMo,,,,
generator,videofeedback,real,R1,250,0.4725408450704225,0.46338028169014084,0.1687323943661972,0.7833802816901407,DiDeMo,,,,
generator,videofeedback,real,R1_minus_R0,250,0.014647887323943664,0.005633802816901401,-0.005633802816901412,0.04535211267605633,DiDeMo,,,,
generator,videofeedback,real,rho_mean,250,0.08570777123669784,0.06762700527906418,0.04418191537261009,0.1447812646627426,Panda70M,,,,
generator,videofeedback,real,rho_median,250,0.0771275022228559,0.05919831867019336,0.03691721335053444,0.13750954469045001,Panda70M,,,,
generator,videofeedback,real,mean_motion_magnitude,250,5.187600044568381,4.800802707672119,2.5557480812072755,8.186256090799967,Panda70M,,,,
generator,videofeedback,real,mean_common_magnitude,250,1.6295700358947118,1.378239631652832,0.6913823574781418,2.948164916038513,Panda70M,,,,
generator,videofeedback,real,raw_d2_score,250,0.18191999906549847,0.0900000035762786,0.0099999997764825,0.5724999904632568,Panda70M,,,,
generator,videofeedback,real,residual_d2_score,250,0.23053333423038325,0.1358333344881733,0.009999999776482582,0.6278333326180774,Panda70M,,,,
generator,videofeedback,real,R0,250,0.35905171830985916,0.33098591549295775,0.11200000000000002,0.6160563380281691,Panda70M,,,,
generator,videofeedback,real,R1,250,0.3760259154929578,0.36078169014084505,0.13,0.6359154929577465,Panda70M,,,,
generator,videofeedback,real,R1_minus_R0,250,0.016974197183098595,0.008450704225352101,0.0,0.05199999999999995,Panda70M,,,,
error_type,comgenvid,,rho_mean,3698,0.062267325560733396,0.052307384088635445,0.03331524527942141,0.10226228423416615,,correct_at_0.5,,,
error_type,comgenvid,,rho_median,3698,0.053919209110947997,0.044518028385937214,0.026063774898648265,0.09317404093841712,,correct_at_0.5,,,
error_type,comgenvid,,mean_motion_magnitude,3698,3.9120326193362844,3.613747874895732,1.8397969186306,6.409325583775838,,correct_at_0.5,,,
error_type,comgenvid,,mean_common_magnitude,3698,1.08201657360336,0.9371818105379741,0.47021993199984236,1.8758096218109133,,correct_at_0.5,,,
error_type,comgenvid,,raw_d2_score,3698,0.022844780952141965,0.0,0.0,0.016666666387269827,,correct_at_0.5,,,
error_type,comgenvid,,residual_d2_score,3698,0.03838786720552594,0.0,0.0,0.07833333238959313,,correct_at_0.5,,,
error_type,comgenvid,,R0,3698,0.1226568415359654,0.047,0.002,0.41830000000000017,,correct_at_0.5,,,
error_type,comgenvid,,R1,3698,0.1298131422390481,0.047,0.002,0.4433000000000002,,correct_at_0.5,,,
error_type,comgenvid,,R1_minus_R0,3698,0.007156300703082747,0.0,0.0,0.029999999999999933,,correct_at_0.5,,,
error_type,comgenvid,,rho_mean,24,0.06957836671628886,0.05984045503040154,0.03674013925095399,0.10452007899681727,,false_negative_at_0.5,,,
error_type,comgenvid,,rho_median,24,0.062053118004567094,0.04957590997219086,0.03228759678701559,0.09309821700056393,,false_negative_at_0.5,,,
error_type,comgenvid,,mean_motion_magnitude,24,5.57376210225953,4.628650108973185,2.506979755560557,10.461753686269123,,false_negative_at_0.5,,,
error_type,comgenvid,,mean_common_magnitude,24,1.6770222410559654,1.3577149510383606,0.6145686686038971,3.173418315251668,,false_negative_at_0.5,,,
error_type,comgenvid,,raw_d2_score,24,0.08104166596765729,0.06416666662941371,0.002166666618237854,0.17366666669646896,,false_negative_at_0.5,,,
error_type,comgenvid,,residual_d2_score,24,0.17555555502056244,0.11999999918043613,0.0004999999888241296,0.4648333271344502,,false_negative_at_0.5,,,
error_type,comgenvid,,R0,24,0.5836250000000001,0.5605,0.5080999999999999,0.6692999999999999,,false_negative_at_0.5,,,
error_type,comgenvid,,R1,24,0.616625,0.605,0.5249999999999999,0.7288000000000001,,false_negative_at_0.5,,,
error_type,comgenvid,,R1_minus_R0,24,0.032999999999999995,0.020000000000000018,-0.014800000000000013,0.10159999999999997,,false_negative_at_0.5,,,
error_type,comgenvid,,rho_mean,576,0.08831761734930937,0.07603442979355654,0.047093767672777176,0.15309255942702293,,false_positive_at_0.5,,,
error_type,comgenvid,,rho_median,576,0.08099298699138065,0.0678855354587237,0.040253642946481705,0.14335015664498013,,false_positive_at_0.5,,,
error_type,comgenvid,,mean_motion_magnitude,576,5.513257936815972,5.2927415768305455,2.6912159125010175,8.547828276952107,,false_positive_at_0.5,,,
error_type,comgenvid,,mean_common_magnitude,576,1.7174057463632415,1.5385782519976299,0.7834034264087677,2.821131904919942,,false_positive_at_0.5,,,
error_type,comgenvid,,raw_d2_score,576,0.030060763776957662,0.0049999998882412,0.0,0.07249999977648253,,false_positive_at_0.5,,,
error_type,comgenvid,,residual_d2_score,576,0.05995949077435027,0.016666666759798922,0.0,0.1608333325323959,,false_positive_at_0.5,,,
error_type,comgenvid,,R0,576,0.227421875,0.21950000000000003,0.037500000000000006,0.437,,false_positive_at_0.5,,,
error_type,comgenvid,,R1,576,0.24048784722222225,0.228,0.041,0.46099999999999997,,false_positive_at_0.5,,,
error_type,comgenvid,,R1_minus_R0,576,0.013065972222222225,0.0020000000000000018,-0.01199999999999998,0.057999999999999996,,false_positive_at_0.5,,,
error_type,genvideo,,rho_mean,9141,0.10019643614950603,0.08762058367331822,0.04967280104756355,0.16626547773679098,,correct_at_0.5,,,
error_type,genvideo,,rho_median,9141,0.09049015586812974,0.07726639757553737,0.04060193399588267,0.1565144956111908,,correct_at_0.5,,,
error_type,genvideo,,mean_motion_magnitude,9141,4.4297865748408025,4.0680326620737715,1.7962011496225994,7.620844841003418,,correct_at_0.5,,,
error_type,genvideo,,mean_common_magnitude,9141,1.486997029568473,1.316901167233785,0.5285556515057882,2.635850747426351,,correct_at_0.5,,,
error_type,genvideo,,raw_d2_score,9141,0.15530403232340761,0.0583333323399225,0.0016666666294137334,0.4450000027815501,,correct_at_0.5,,,
error_type,genvideo,,residual_d2_score,9141,0.22153019365707408,0.11999999731779099,0.0,0.6100000043710073,,correct_at_0.5,,,
error_type,genvideo,,R0,9141,0.34521463734821134,0.21700000000000003,0.018000000000000002,0.776,,correct_at_0.5,,,
error_type,genvideo,,R1,9141,0.3529251723006236,0.235,0.018000000000000002,0.786,,correct_at_0.5,,,
error_type,genvideo,,R1_minus_R0,9141,0.007710534952412209,0.00399999999999999,-0.021999999999999964,0.046,,correct_at_0.5,,,
error_type,genvideo,,rho_mean,323,0.09582599800683643,0.08526406437158585,0.052374529838562014,0.15098402202129366,,false_negative_at_0.5,,,
error_type,genvideo,,rho_median,323,0.08596590882545901,0.07678135484457016,0.041405626386404035,0.1432786871989568,,false_negative_at_0.5,,,
error_type,genvideo,,mean_motion_magnitude,323,6.079633757364394,5.793474992116292,3.157277870178223,9.63630237579346,,false_negative_at_0.5,,,
error_type,genvideo,,mean_common_magnitude,323,2.0492132894917785,1.8176987171173096,0.9563296596209209,3.3428935050964363,,false_negative_at_0.5,,,
error_type,genvideo,,raw_d2_score,323,0.3028353958249369,0.2649999856948852,0.0599999986588954,0.6236666639645895,,false_negative_at_0.5,,,
error_type,genvideo,,residual_d2_score,323,0.43165634785201196,0.41999999682108563,0.10000000149011612,0.8109999974568686,,false_negative_at_0.5,,,
error_type,genvideo,,R0,323,0.654656346749226,0.62,0.5142,0.8628000000000001,,false_negative_at_0.5,,,
error_type,genvideo,,R1,323,0.6708730650154799,0.64,0.5152,0.8792000000000001,,false_negative_at_0.5,,,
error_type,genvideo,,R1_minus_R0,323,0.016216718266253864,0.016000000000000014,-0.033599999999999935,0.07560000000000007,,false_negative_at_0.5,,,
error_type,genvideo,,rho_mean,4159,0.12116155252395812,0.10730218142271042,0.06049966017405192,0.2008502215147019,,false_positive_at_0.5,,,
error_type,genvideo,,rho_median,4159,0.1109519229749391,0.09617792597661416,0.05104371209939321,0.19139502942562103,,false_positive_at_0.5,,,
error_type,genvideo,,mean_motion_magnitude,4159,4.680187551805414,4.540532350540161,2.103636647264163,7.495788892110189,,false_positive_at_0.5,,,
error_type,genvideo,,mean_common_magnitude,4159,1.6150952500281308,1.5128691991170247,0.7306162476539612,2.6297248323758446,,false_positive_at_0.5,,,
error_type,genvideo,,raw_d2_score,4159,0.1239059866525676,0.07500000049670534,0.008333333147068732,0.3050000071525573,,false_positive_at_0.5,,,
error_type,genvideo,,residual_d2_score,4159,0.18805361896606412,0.14166666691501936,0.011666666405896345,0.42999999814977247,,false_positive_at_0.5,,,
error_type,genvideo,,R0,4159,0.2669670593892763,0.268,0.067,0.461,,false_positive_at_0.5,,,
error_type,genvideo,,R1,4159,0.2746616975234431,0.274,0.072,0.4722000000000003,,false_positive_at_0.5,,,
error_type,genvideo,,R1_minus_R0,4159,0.00769463813416687,0.0040000000000000036,-0.03400000000000003,0.05000000000000002,,false_positive_at_0.5,,,
error_type,videofeedback,,rho_mean,3107,0.11807853648005012,0.09804842372735341,0.04606344650189082,0.22132408420244853,,correct_at_0.5,,,
error_type,videofeedback,,rho_median,3107,0.11083440286415204,0.08967152237892151,0.039472746104002,0.21858586072921754,,correct_at_0.5,,,
error_type,videofeedback,,mean_motion_magnitude,3107,4.859272934721015,4.414984226226807,1.8118652979532877,8.46435832977295,,correct_at_0.5,,,
error_type,videofeedback,,mean_common_magnitude,3107,1.8292183124129255,1.4647020101547241,0.5068561553955078,3.612301349639893,,correct_at_0.5,,,
error_type,videofeedback,,raw_d2_score,3107,0.09358116052145543,0.0233333331222335,0.0,0.2949999868869781,,correct_at_0.5,,,
error_type,videofeedback,,residual_d2_score,3107,0.15137324336184418,0.060000001142422356,0.009999999776482582,0.4650000035762787,,correct_at_0.5,,,
error_type,videofeedback,,R0,3107,0.15567989591880216,0.10140845070422534,0.005,0.35340000000000005,,correct_at_0.5,,,
error_type,videofeedback,,R1,3107,0.17499901630575213,0.12112676056338026,0.008450704225352114,0.4111070422535211,,correct_at_0.5,,,
error_type,videofeedback,,R1_minus_R0,3107,0.01931912038694996,0.00563380281690141,0.0,0.06078873239436638,,correct_at_0.5,,,
error_type,videofeedback,,rho_mean,64,0.14748553237101683,0.14424855262041092,0.0720679670572281,0.2205052728454272,,false_negative_at_0.5,,,
error_type,videofeedback,,rho_median,64,0.1428039103629999,0.13807962834835052,0.06509608700871468,0.2216183622678121,,false_negative_at_0.5,,,
error_type,videofeedback,,mean_motion_magnitude,64,8.295444913208485,8.473834037780762,5.046076154708862,11.102948665618896,,false_negative_at_0.5,,,
error_type,videofeedback,,mean_common_magnitude,64,3.2774174890170498,3.0834442377090454,1.6878220438957214,5.162559604644777,,false_negative_at_0.5,,,
error_type,videofeedback,,raw_d2_score,64,0.4993489543364073,0.5149999856948853,0.1899999976158142,0.7840000092983247,,false_negative_at_0.5,,,
error_type,videofeedback,,residual_d2_score,64,0.6165624983453503,0.6441666483879089,0.30016666452089946,0.8670000076293946,,false_negative_at_0.5,,,
error_type,videofeedback,,R0,64,0.6035077024647887,0.5732112676056338,0.5079,0.7422,,false_negative_at_0.5,,,
error_type,videofeedback,,R1,64,0.6464474031690141,0.623,0.555250704225352,0.7688,,false_negative_at_0.5,,,
error_type,videofeedback,,R1_minus_R0,64,0.042939700704225356,0.03700000000000003,0.002600000000000004,0.08106197183098601,,false_negative_at_0.5,,,
error_type,videofeedback,,rho_mean,329,0.08029277091836434,0.0654814566175143,0.04429020682970683,0.13332101702690122,,false_positive_at_0.5,,,
error_type,videofeedback,,rho_median,329,0.07342197203663345,0.05813079078992208,0.037901868919531505,0.12086778183778125,,false_positive_at_0.5,,,
error_type,videofeedback,,mean_motion_magnitude,329,4.969991653885884,4.572298049926758,2.690687863032023,7.842584196726481,,false_positive_at_0.5,,,
error_type,videofeedback,,mean_common_magnitude,329,1.5010577255167377,1.2943066358566284,0.7476787805557251,2.5078841845194497,,false_positive_at_0.5,,,
error_type,videofeedback,,raw_d2_score,329,0.15114994890036731,0.0900000035762786,0.0099999997764825,0.39433333476384475,,false_positive_at_0.5,,,
error_type,videofeedback,,residual_d2_score,329,0.20477710264001756,0.1316666683803002,0.014666666338841127,0.5143333236376444,,false_positive_at_0.5,,,
error_type,videofeedback,,R0,329,0.2756176206173209,0.276056338028169,0.084,0.4564704225352112,,false_positive_at_0.5,,,
error_type,videofeedback,,R1,329,0.2932203433366154,0.30704225352112674,0.0971830985915493,0.4712,,false_positive_at_0.5,,,
error_type,videofeedback,,R1_minus_R0,329,0.017602722719294493,0.008450704225352101,0.0,0.052304225352112696,,false_positive_at_0.5,,,
motion_group,comgenvid,,rho_mean,528,0.09842120155438104,0.08729923889040947,0.045056702072421705,0.16933636652926606,,,high,,
motion_group,comgenvid,,rho_median,528,0.0931494395904751,0.08193071683247884,0.04240182178715865,0.16424149001638094,,,high,,
motion_group,comgenvid,,mean_motion_magnitude,528,7.996268817345903,7.614130894343058,6.738092247645061,9.812551307678223,,,high,,
motion_group,comgenvid,,mean_common_magnitude,528,2.500590470534834,2.324184477329254,1.6436818440755208,3.6405991951624554,,,high,,
motion_group,comgenvid,,raw_d2_score,528,0.07426452036121517,0.0049999998882412,0.0,0.29533333281675983,,,high,,
motion_group,comgenvid,,residual_d2_score,528,0.11999053005634741,0.03000000026077032,0.0,0.4626666694879532,,,high,,
motion_group,comgenvid,,R0,528,0.29966477272727277,0.227,0.04010000000000001,0.6822999999999999,,,high,,
motion_group,comgenvid,,R1,528,0.31981250000000006,0.258,0.041,0.7192000000000001,,,high,,
motion_group,comgenvid,,R1_minus_R0,528,0.020147727272727275,0.0040000000000000036,-0.008000000000000007,0.07399999999999995,,,high,,
motion_group,comgenvid,,rho_mean,2662,0.056368310843316116,0.04985342112680276,0.03244402122994264,0.08776996818681558,,,low,,
motion_group,comgenvid,,rho_median,2662,0.04727744854354124,0.04109880110869805,0.024140848157306515,0.07562034738560519,,,low,,
motion_group,comgenvid,,mean_motion_magnitude,2662,2.8842391733340444,2.915850083033244,1.6382491330305737,4.107512140274047,,,low,,
motion_group,comgenvid,,mean_common_magnitude,2662,0.7761266285097826,0.7525673111279806,0.4217083781957627,1.1497163812319438,,,low,,
motion_group,comgenvid,,raw_d2_score,2662,0.011644127163891417,0.0,0.0,0.0049999998882412,,,low,,
motion_group,comgenvid,,residual_d2_score,2662,0.02172927616253652,0.0,0.0,0.03500000101824602,,,low,,
motion_group,comgenvid,,R0,2662,0.0940206611570248,0.0385,0.002,0.28400000000000003,,,low,,
motion_group,comgenvid,,R1,2662,0.09861344853493614,0.041,0.002,0.2948000000000002,,,low,,
motion_group,comgenvid,,R1_minus_R0,2662,0.0045927873779113455,0.0,0.0,0.015999999999999993,,,low,,
motion_group,comgenvid,,rho_mean,1108,0.07291205815195355,0.06159878956774871,0.03695651181042194,0.12722062865893047,,,mid,,
motion_group,comgenvid,,rho_median,1108,0.06543230911981308,0.055165935307741165,0.03228266493727764,0.11436170091231672,,,mid,,
motion_group,comgenvid,,mean_motion_magnitude,1108,5.303455661906089,5.210220654805501,4.569961476325989,6.178063933054607,,,mid,,
motion_group,comgenvid,,mean_common_magnitude,1108,1.484125161859533,1.4061852494875589,1.0880393822987875,2.0014723817507427,,,mid,,
motion_group,comgenvid,,raw_d2_score,1108,0.030263237020552187,0.0,0.0,0.050499998995413437,,,mid,,
motion_group,comgenvid,,residual_d2_score,1108,0.053709386207699036,0.0,0.0,0.12216666899621498,,,mid,,
motion_group,comgenvid,,R0,1108,0.1715532490974729,0.08,0.008,0.4963000000000001,,,mid,,
motion_group,comgenvid,,R1,1108,0.18230956678700364,0.085,0.008,0.5183000000000001,,,mid,,
motion_group,comgenvid,,R1_minus_R0,1108,0.010756317689530686,0.0,-0.0040000000000000036,0.04599999999999999,,,mid,,
motion_group,genvideo,,rho_mean,3481,0.12327951656064631,0.10826438417037328,0.060199992110331856,0.20722163716952005,,,high,,
motion_group,genvideo,,rho_median,3481,0.11697148058264177,0.10183371603488922,0.05499585842092832,0.2011776566505432,,,high,,
motion_group,genvideo,,mean_motion_magnitude,3481,7.5647556835249175,7.220471223195394,6.1761220296223955,9.474793434143066,,,high,,
motion_group,genvideo,,mean_common_magnitude,3481,2.609506498859222,2.4296030600865683,1.773974895477295,3.6533896128336587,,,high,,
motion_group,genvideo,,raw_d2_score,3481,0.23668964736687642,0.18499999617536855,0.0099999997764825,0.5516666571299235,,,high,,
motion_group,genvideo,,residual_d2_score,3481,0.35466197454189075,0.32666665812333423,0.016666666294137638,0.7450000047683716,,,high,,
motion_group,genvideo,,R0,3481,0.47881011203677104,0.493,0.097,0.84,,,high,,
motion_group,genvideo,,R1,3481,0.49985119218615337,0.516,0.10600000000000001,0.8580000000000001,,,high,,
motion_group,genvideo,,R1_minus_R0,3481,0.02104108014938236,0.015999999999999903,-0.015999999999999903,0.06799999999999995,,,high,,
motion_group,genvideo,,rho_mean,6332,0.09437387276556662,0.08208721379439035,0.046744396165013316,0.15800329968333246,,,low,,
motion_group,genvideo,,rho_median,6332,0.0826100851053199,0.06900602703293165,0.036898717284202576,0.14635282773524524,,,low,,
motion_group,genvideo,,mean_motion_magnitude,6332,2.6328119177204745,2.6970607439676924,1.409799301624298,3.7755817254384363,,,low,,
motion_group,genvideo,,mean_common_magnitude,6332,0.8754883438352203,0.8711674610773722,0.4222489496072133,1.3209772537151976,,,low,,
motion_group,genvideo,,raw_d2_score,6332,0.09387910582739395,0.028333332700033898,0.0,0.30149999431644964,,,low,,
motion_group,genvideo,,residual_d2_score,6332,0.12578450740041153,0.041666666666666664,0.0,0.37166666984558105,,,low,,
motion_group,genvideo,,R0,6332,0.21292245735944407,0.10400000000000001,0.014000000000000002,0.5880000000000001,,,low,,
motion_group,genvideo,,R1,6332,0.21229990524320907,0.11000000000000001,0.015,0.5809000000000005,,,low,,
motion_group,genvideo,,R1_minus_R0,6332,-0.0006225521162349974,0.002,-0.034,0.03,,,low,,
motion_group,genvideo,,rho_mean,3810,0.11129841408052679,0.09908469145496687,0.05855540161331495,0.1782936299840609,,,mid,,
motion_group,genvideo,,rho_median,3810,0.10134429611519878,0.08870665604869524,0.0494492556899786,0.16916441867748896,,,mid,,
motion_group,genvideo,,mean_motion_magnitude,3810,4.965202418596039,4.938743591308594,4.2328613758087155,5.734927606582641,,,mid,,
motion_group,genvideo,,mean_common_magnitude,3810,1.665205398678395,1.6107838451862335,1.2566156268119812,2.1591719746589657,,,mid,,
motion_group,genvideo,,raw_d2_score,3810,0.16126399743427747,0.10833333370586233,0.0049999998882412,0.4001666704813638,,,mid,,
motion_group,genvideo,,residual_d2_score,3810,0.24028915160515674,0.1983333354194959,0.004999999888241291,0.5483333468437195,,,mid,,
motion_group,genvideo,,R0,3810,0.38383569553805774,0.377,0.045,0.7530000000000001,,,mid,,
motion_group,genvideo,,R1,3810,0.3939196850393701,0.386,0.049,0.762,,,mid,,
motion_group,genvideo,,R1_minus_R0,3810,0.010083989501312333,0.005999999999999999,-0.02400000000000002,0.05019999999999985,,,mid,,
motion_group,videofeedback,,rho_mean,1098,0.16801413794629996,0.15985914071400958,0.06969777618845303,0.2792908400297165,,,high,,
motion_group,videofeedback,,rho_median,1098,0.1629652117650999,0.15223471075296402,0.06483076922595502,0.27359082996845246,,,high,,
motion_group,videofeedback,,mean_motion_magnitude,1098,8.125169085891738,7.768577973047892,6.485388819376628,10.383113384246826,,,high,,
motion_group,videofeedback,,mean_common_magnitude,1098,3.3127595987295337,3.152185082435608,2.0051535248756407,4.6955633640289305,,,high,,
motion_group,videofeedback,,raw_d2_score,1098,0.19909835965743,0.08916666793326533,0.0016666666294137334,0.5899999737739563,,,high,,
motion_group,videofeedback,,residual_d2_score,1098,0.3069520342646084,0.2549999952316284,0.014999999664723873,0.6966666579246521,,,high,,
motion_group,videofeedback,,R0,1098,0.24341231175761305,0.196,0.035,0.5553521126760564,,,high,,
motion_group,videofeedback,,R1,1098,0.28200950511814055,0.24212676056338028,0.05070000000000001,0.5972563380281697,,,high,,
motion_group,videofeedback,,R1_minus_R0,1098,0.038597193360527464,0.025352112676056304,0.0,0.09599999999999999,,,high,,
motion_group,videofeedback,,rho_mean,1617,0.07467207582947769,0.06444629530111949,0.040726032108068466,0.12363511522610983,,,low,,
motion_group,videofeedback,,rho_median,1617,0.06618437067223695,0.055411561081806816,0.03293009474873543,0.11322264522314072,,,low,,
motion_group,videofeedback,,mean_motion_magnitude,1617,2.656166567943853,2.6637520790100098,1.4063799858093262,3.8732016881306968,,,low,,
motion_group,videofeedback,,mean_common_magnitude,1617,0.8033158488324367,0.768061359723409,0.3943152964115143,1.2803889751434328,,,low,,
motion_group,videofeedback,,raw_d2_score,1617,0.04032055239174514,0.0149999996647238,0.0,0.1000000014901161,,,low,,
motion_group,videofeedback,,residual_d2_score,1617,0.06713564220894228,0.026666666691501934,0.005999999865889587,0.18000000715255737,,,low,,
motion_group,videofeedback,,R0,1617,0.1156913080212879,0.072,0.002,0.28885633802816923,,,low,,
motion_group,videofeedback,,R1,1617,0.1234263938610015,0.07887323943661971,0.003,0.30289014084507043,,,low,,
motion_group,videofeedback,,R1_minus_R0,1617,0.007735085839713606,0.0020000000000000018,0.0,0.024000000000000007,,,low,,
motion_group,videofeedback,,rho_mean,785,0.12420527193133744,0.11416986584663391,0.05483219598730405,0.21140851279099784,,,mid,,
motion_group,videofeedback,,rho_median,785,0.11681762913008657,0.1037062555551529,0.0490079420308272,0.20578054090340936,,,mid,,
motion_group,videofeedback,,mean_motion_magnitude,785,5.155846802646694,5.142615636189778,4.38410120010376,5.947121429443359,,,mid,,
motion_group,videofeedback,,mean_common_magnitude,785,1.8479136824101652,1.803157091140747,1.2174968401590982,2.53485050201416,,,mid,,
motion_group,videofeedback,,raw_d2_score,785,0.11291082787847502,0.0350000001490116,0.0,0.3310000071302056,,,mid,,
