dataset,config,config_name,n_generators,auc,ap
comgenvid,R0,Frozen K=3 MW2 raw D2,2,0.8857359338495344,0.8995801839907221
comgenvid,R1,K=3 MW2 spatial-mean residual D2,2,0.8836070381595329,0.8953770963858831
genvideo,R0,Frozen K=3 MW2 raw D2,8,0.8601294963915669,0.8410272889879644
genvideo,R1,K=3 MW2 spatial-mean residual D2,8,0.8547095411492807,0.833614936784417
videofeedback,R0,Frozen K=3 MW2 raw D2,10,0.8622572222222222,0.8684111477215204
videofeedback,R1,K=3 MW2 spatial-mean residual D2,10,0.849488888888889,0.8536925408925867
Macro-3,R0,Frozen K=3 MW2 raw D2,20,0.8693742174877745,0.8696728735667357
Macro-3,R1,K=3 MW2 spatial-mean residual D2,20,0.8626018227325675,0.8608948580209623
