dataset,scope,comparison,new_config,base_config,metric,delta,ci95_low,ci95_high,bootstrap_iterations
comgenvid,generator_macro,R1-R0,R1,R0,auc,-0.00212889569000152,-0.0042129859846925756,6.298796880983277e-05,1000
comgenvid,generator_macro,R1-R0,R1,R0,ap,-0.004203087604838951,-0.006459273741502798,-0.002025371502453441,1000
videofeedback,generator_macro,R1-R0,R1,R0,auc,-0.012768333333333336,-0.01480765277777775,-0.010880333333333287,1000
videofeedback,generator_macro,R1-R0,R1,R0,ap,-0.014718606828933545,-0.016644934999069754,-0.012573635144063306,1000
genvideo,generator_macro,R1-R0,R1,R0,auc,-0.005419955242286251,-0.007400193134030978,-0.0034182647037738637,1000
genvideo,generator_macro,R1-R0,R1,R0,ap,-0.0074123522035473705,-0.010701070851075845,-0.004395782911712817,1000
Macro-3,,R1-R0,R1,R0,auc,-0.006772394755207036,-0.007916952357687527,-0.005635312017907982,1000
Macro-3,,R1-R0,R1,R0,ap,-0.00877801554577329,-0.010338437035253235,-0.007289730089989807,1000
