Generative Model,n_real,n_annotated,n_total,patch_final_score AUC,patch_final_score AP
Sora,1698.0,1698.0,3396.0,0.8807007759423198,0.8918218341627276
VEO3,1698.0,1698.0,3396.0,0.889935120789233,0.895316396748786
Average,1698.0,1698.0,3396.0,0.8853179483657764,0.8935691154557568
