selector,run_name,scope,dataset,auc,ap_real,n_generators,n_pairwise_real,n_pairwise_fake,pairwise_seed,pair_identity_source
uniform,uniform,generator_pairwise_dataset_macro,vifbench,0.6094245155115241,0.6249563509257005,19,1531,1531,42,uniform
uniform:global_score,uniform:global_score,generator_pairwise_dataset_macro,vifbench,0.6075459065562606,0.5978638372834293,19,1531,1531,42,uniform
uniform:local_score,uniform:local_score,generator_pairwise_dataset_macro,vifbench,0.561349129469117,0.581858465184037,19,1531,1531,42,uniform
uniform:final_score,uniform:final_score,generator_pairwise_dataset_macro,vifbench,0.6094245155115241,0.6249563509257005,19,1531,1531,42,uniform
feature_change:global_score,feature_change:global_score,generator_pairwise_dataset_macro,vifbench,0.6037488711317601,0.596834253255954,19,1531,1531,42,uniform
feature_change:local_score,feature_change:local_score,generator_pairwise_dataset_macro,vifbench,0.5680289559910714,0.5874499013662322,19,1531,1531,42,uniform
feature_change:final_score,feature_change:final_score,generator_pairwise_dataset_macro,vifbench,0.6043106504427713,0.6246238310613149,19,1531,1531,42,uniform
