variant,run_name,dataset,auc,ap_real,tpr_at_0_1pct_fpr,tpr_at_1pct_fpr,fpr_at_95pct_tpr,n_real,n_fake,n_generators
s0_empirical_d2,s0_empirical_d2,comgenvid,0.8993298834010219,0.7726902109522533,0.0,0.19823529411764707,0.39420935412026725,898,3400,2
s0_empirical_d2,s0_empirical_d2,genvideo,0.8720592119688926,0.8855285188350331,0.07909203759531831,0.25536442631672285,0.5596192384769539,7984,5639,8
s0_empirical_d2,s0_empirical_d2,videofeedback,0.8552156666666666,0.571976358542296,0.019,0.10366666666666667,0.54,500,3000,10
s1_ledoit_wolf_d2,s1_ledoit_wolf_d2,comgenvid,0.8992902528494694,0.7726399508205571,0.0,0.19823529411764707,0.39420935412026725,898,3400,2
s1_ledoit_wolf_d2,s1_ledoit_wolf_d2,genvideo,0.8720338908887113,0.8855426364659568,0.07856002837382514,0.25554176272388723,0.5599949899799599,7984,5639,8
s1_ledoit_wolf_d2,s1_ledoit_wolf_d2,videofeedback,0.8552326666666668,0.5720706981964062,0.019,0.10333333333333333,0.54,500,3000,10
s2_oas_d2,s2_oas_d2,comgenvid,0.8992902528494694,0.7726399508205571,0.0,0.19823529411764707,0.39420935412026725,898,3400,2
s2_oas_d2,s2_oas_d2,genvideo,0.8720338242542898,0.8855425810361479,0.07856002837382514,0.25554176272388723,0.5599949899799599,7984,5639,8
s2_oas_d2,s2_oas_d2,videofeedback,0.8552326666666668,0.5720706981964062,0.019,0.10333333333333333,0.54,500,3000,10
