Generative Model,n_real,n_annotated,n_total,patch_final_score AUC,patch_final_score AP
Sora,1698.0,1698.0,3396.0,0.9170761069976319,0.9197949891713766
VEO3,1698.0,1698.0,3396.0,0.9375656387824101,0.9420220975505602
Average,1698.0,1698.0,3396.0,0.927320872890021,0.9309085433609684
