Generative Model,n_real,n_annotated,n_total,patch_final_score AUC,patch_final_score AP
Sora,1698.0,1698.0,3396.0,0.9211829964164866,0.9224698441654211
VEO3,1698.0,1698.0,3396.0,0.9396107594190352,0.9434709957368996
Average,1698.0,1698.0,3396.0,0.9303968779177609,0.9329704199511604
