Generative Model,n_real,n_annotated,n_total,patch_final_score AUC,patch_final_score AP
Sora,1698.0,1698.0,3396.0,0.920445622300746,0.9220832428627257
VEO3,1698.0,1698.0,3396.0,0.9392417255247982,0.9432178475460219
Average,1698.0,1698.0,3396.0,0.9298436739127721,0.9326505452043738
