dataset,patch_region_size,aggregation,bottomk_ratio,score_csv,metrics_csv,avg_auc,avg_ap,status
comgenvid,3,bottomk_mean,0.1,results/journal_experiments/bottomk_sensitivity/comgenvid_region3_bottomk0p10_patch.csv,results/journal_experiments/bottomk_sensitivity/comgenvid_region3_bottomk0p10_metrics.csv,0.924451148791414,0.9285234409842504,journal_full_eval
comgenvid,3,bottomk_mean,0.15,results/journal_experiments/bottomk_sensitivity/comgenvid_region3_bottomk0p15_patch.csv,results/journal_experiments/bottomk_sensitivity/comgenvid_region3_bottomk0p15_metrics.csv,0.9261866312616104,0.9299996730323512,journal_full_eval
comgenvid,3,bottomk_mean,0.2,results/journal_experiments/bottomk_sensitivity/comgenvid_region3_bottomk0p20_patch.csv,results/journal_experiments/bottomk_sensitivity/comgenvid_region3_bottomk0p20_metrics.csv,0.927320872890021,0.9309085433609684,journal_full_eval
comgenvid,3,bottomk_mean,0.3,results/journal_experiments/bottomk_sensitivity/comgenvid_region3_bottomk0p30_patch.csv,results/journal_experiments/bottomk_sensitivity/comgenvid_region3_bottomk0p30_metrics.csv,0.9291951766160148,0.9322555886407526,journal_full_eval
comgenvid,3,bottomk_mean,0.5,results/journal_experiments/bottomk_sensitivity/comgenvid_region3_bottomk0p50_patch.csv,results/journal_experiments/bottomk_sensitivity/comgenvid_region3_bottomk0p50_metrics.csv,0.9312197471979092,0.9333527461328144,journal_full_eval
