Generative Model,n_real,n_annotated,n_total,patch_final_score AUC,patch_final_score AP
Sora,1698.0,1698.0,3396.0,0.919575583274718,0.9215816081292225
VEO3,1698.0,1698.0,3396.0,0.9388147699573114,0.9429295691522827
Average,1698.0,1698.0,3396.0,0.9291951766160147,0.9322555886407526
