Generative Model,n_real,n_annotated,n_total,patch_final_score AUC,patch_final_score AP
Sora,1698.0,1698.0,3396.0,0.9223003297720176,0.9229624694653753
VEO3,1698.0,1698.0,3396.0,0.9401391646238005,0.9437430228002535
Average,1698.0,1698.0,3396.0,0.9312197471979091,0.9333527461328144
