Generative Model,n_real,n_annotated,n_total,patch_final_score AUC,patch_final_score AP
Sora,1698.0,1698.0,3396.0,0.9133451882003494,0.9168336140159453
VEO3,1698.0,1698.0,3396.0,0.9355571093824786,0.9402132679525553
Average,1698.0,1698.0,3396.0,0.924451148791414,0.9285234409842503
