Generative Model,n_real,n_annotated,n_total,patch_final_score AUC,patch_final_score AP
Sora,1698.0,1698.0,3396.0,0.9155795080750443,0.9186731675626724
VEO3,1698.0,1698.0,3396.0,0.9367937544481764,0.9413261785020303
Average,1698.0,1698.0,3396.0,0.9261866312616103,0.9299996730323513
