dataset,tag,alpha,avg_auc,avg_ap,n_rows,global_real_mean,global_fake_mean,patch_real_mean,patch_fake_mean,corr_global_patch
genvideo,same_grid_second_order,0.0,0.8072406212115724,0.8092259780457218,15623,0.24854992410979768,0.06632335957664404,0.5000190585996198,0.18902504979763887,0.5066571058929217
genvideo,same_grid_second_order,0.05,0.8105346104917595,0.8103375917724909,15623,0.24854992410979768,0.06632335957664404,0.5000190585996198,0.18902504979763887,0.5066571058929217
genvideo,same_grid_second_order,0.1,0.8138712479096482,0.8118811030045464,15623,0.24854992410979768,0.06632335957664404,0.5000190585996198,0.18902504979763887,0.5066571058929217
genvideo,same_grid_second_order,0.15,0.8172361477626362,0.8136589954936241,15623,0.24854992410979768,0.06632335957664404,0.5000190585996198,0.18902504979763887,0.5066571058929217
genvideo,same_grid_second_order,0.2,0.8201993928587852,0.8157845899601464,15623,0.24854992410979768,0.06632335957664404,0.5000190585996198,0.18902504979763887,0.5066571058929217
genvideo,same_grid_second_order,0.25,0.8234244260044714,0.8182924117673369,15623,0.24854992410979768,0.06632335957664404,0.5000190585996198,0.18902504979763887,0.5066571058929217
genvideo,same_grid_second_order,0.3,0.8261540929853395,0.8204960827916734,15623,0.24854992410979768,0.06632335957664404,0.5000190585996198,0.18902504979763887,0.5066571058929217
genvideo,same_grid_second_order,0.35,0.8287809061990508,0.8224274219103258,15623,0.24854992410979768,0.06632335957664404,0.5000190585996198,0.18902504979763887,0.5066571058929217
genvideo,same_grid_second_order,0.4,0.8313848840394873,0.8248050126539523,15623,0.24854992410979768,0.06632335957664404,0.5000190585996198,0.18902504979763887,0.5066571058929217
genvideo,same_grid_second_order,0.45,0.8333202600968381,0.8266908208181599,15623,0.24854992410979768,0.06632335957664404,0.5000190585996198,0.18902504979763887,0.5066571058929217
genvideo,same_grid_second_order,0.5,0.8351572547534913,0.8277290137870532,15623,0.24854992410979768,0.06632335957664404,0.5000190585996198,0.18902504979763887,0.5066571058929217
genvideo,same_grid_second_order,0.55,0.836020399095353,0.8272702104450214,15623,0.24854992410979768,0.06632335957664404,0.5000190585996198,0.18902504979763887,0.5066571058929217
genvideo,same_grid_second_order,0.6,0.8373879396648187,0.8282614769702012,15623,0.24854992410979768,0.06632335957664404,0.5000190585996198,0.18902504979763887,0.5066571058929217
genvideo,same_grid_second_order,0.65,0.8379830522927851,0.8281442812654343,15623,0.24854992410979768,0.06632335957664404,0.5000190585996198,0.18902504979763887,0.5066571058929217
genvideo,same_grid_second_order,0.7,0.8375746725037412,0.8266633543063773,15623,0.24854992410979768,0.06632335957664404,0.5000190585996198,0.18902504979763887,0.5066571058929217
genvideo,same_grid_second_order,0.75,0.8365923783604887,0.8249457514807306,15623,0.24854992410979768,0.06632335957664404,0.5000190585996198,0.18902504979763887,0.5066571058929217
genvideo,same_grid_second_order,0.8,0.8345975157084589,0.8222107816143995,15623,0.24854992410979768,0.06632335957664404,0.5000190585996198,0.18902504979763887,0.5066571058929217
genvideo,same_grid_second_order,0.85,0.8314835752787348,0.8176807599161826,15623,0.24854992410979768,0.06632335957664404,0.5000190585996198,0.18902504979763887,0.5066571058929217
genvideo,same_grid_second_order,0.9,0.8263959855668754,0.8117046257428264,15623,0.24854992410979768,0.06632335957664404,0.5000190585996198,0.18902504979763887,0.5066571058929217
genvideo,same_grid_second_order,0.95,0.8171612698005779,0.8033245904590469,15623,0.24854992410979768,0.06632335957664404,0.5000190585996198,0.18902504979763887,0.5066571058929217
genvideo,same_grid_second_order,1.0,0.7961143985237049,0.7901321288554117,15623,0.24854992410979768,0.06632335957664404,0.5000190585996198,0.18902504979763887,0.5066571058929217
