dataset,generator,config,config_name,n_real,n_fake,auc,ap
genvideo,Lavie,B5,Patch spatial,1400,1400,0.7652530612244898,0.7595661408328822
genvideo,Lavie,B6,Patch same-grid D2,1400,1400,0.8142872448979592,0.8060070050998323
genvideo,Lavie,B7,Current patch,1400,1400,0.8168265306122449,0.8106170254389354
genvideo,Lavie,B8,Current global + patch,1400,1400,0.8639255102040818,0.8637896297980381
genvideo,ModelScope,B0,Global spatial,700,700,0.7522183673469387,0.776520042933928
genvideo,ModelScope,B1,Global first-order temporal,700,700,0.7419316326530613,0.7272329535567401
genvideo,ModelScope,B2,Original STALL,700,700,0.7743897959183673,0.7783099828082967
genvideo,ModelScope,B3,Raw D3 percentile,700,700,0.6192704081632653,0.638926205402794
genvideo,ModelScope,B4,STALL + raw D3,700,700,0.7180724489795918,0.764514217240773
genvideo,ModelScope,B5,Patch spatial,700,700,0.7715602040816327,0.7734925926941625
genvideo,ModelScope,B6,Patch same-grid D2,700,700,0.8194673469387754,0.8149906871532295
genvideo,ModelScope,B7,Current patch,700,700,0.8224530612244898,0.820750555159059
genvideo,ModelScope,B8,Current global + patch,700,700,0.8366142857142856,0.8391227012332589
genvideo,MorphStudio,B0,Global spatial,700,700,0.7891877551020408,0.8167807955113678
genvideo,MorphStudio,B1,Global first-order temporal,700,700,0.7962979591836734,0.7990898862473408
genvideo,MorphStudio,B2,Original STALL,700,700,0.8245775510204082,0.8354687724208834
genvideo,MorphStudio,B3,Raw D3 percentile,700,700,0.6480938775510205,0.7052577208804535
genvideo,MorphStudio,B4,STALL + raw D3,700,700,0.7535336734693878,0.7936495076425302
genvideo,MorphStudio,B5,Patch spatial,700,700,0.744865306122449,0.7556251059628102
genvideo,MorphStudio,B6,Patch same-grid D2,700,700,0.7796244897959185,0.7603654244574836
genvideo,MorphStudio,B7,Current patch,700,700,0.7836693877551021,0.770190316832187
genvideo,MorphStudio,B8,Current global + patch,700,700,0.8361795918367347,0.8386861815770186
genvideo,Show_1,B0,Global spatial,700,700,0.7787938775510204,0.7808846706265502
genvideo,Show_1,B1,Global first-order temporal,700,700,0.7948173469387756,0.7782725828335346
genvideo,Show_1,B2,Original STALL,700,700,0.8169397959183674,0.8025203756860464
genvideo,Show_1,B3,Raw D3 percentile,700,700,0.7399224489795918,0.7886633538953223
genvideo,Show_1,B4,STALL + raw D3,700,700,0.8148612244897959,0.8374324662836805
genvideo,Show_1,B5,Patch spatial,700,700,0.7564622448979591,0.7330398708511601
genvideo,Show_1,B6,Patch same-grid D2,700,700,0.8098336734693876,0.804419837555933
genvideo,Show_1,B7,Current patch,700,700,0.8127877551020408,0.801165765494035
genvideo,Show_1,B8,Current global + patch,700,700,0.8465530612244898,0.8291325320582035
genvideo,Sora,B0,Global spatial,56,56,0.8389668367346939,0.8528804842660419
genvideo,Sora,B1,Global first-order temporal,56,56,0.6774553571428571,0.7164674282997562
genvideo,Sora,B2,Original STALL,56,56,0.7971938775510204,0.812250384150452
genvideo,Sora,B3,Raw D3 percentile,56,56,0.7456951530612245,0.7490879260912023
genvideo,Sora,B4,STALL + raw D3,56,56,0.817920918367347,0.8497479278954514
genvideo,Sora,B5,Patch spatial,56,56,0.8144132653061225,0.830078968559045
genvideo,Sora,B6,Patch same-grid D2,56,56,0.8939732142857144,0.908250765548191
genvideo,Sora,B7,Current patch,56,56,0.8915816326530611,0.90717308304862
genvideo,Sora,B8,Current global + patch,56,56,0.8775510204081631,0.8822708518769036
genvideo,WildScrape,B0,Global spatial,515,515,0.7484607408803845,0.7177078641974095
genvideo,WildScrape,B1,Global first-order temporal,515,515,0.67393910830427,0.627673459918938
genvideo,WildScrape,B2,Original STALL,515,515,0.7255575454802525,0.6757960323493457
genvideo,WildScrape,B3,Raw D3 percentile,515,515,0.6527740597605807,0.6843839641292145
genvideo,WildScrape,B4,STALL + raw D3,515,515,0.7101102837213686,0.6944417437913003
genvideo,WildScrape,B5,Patch spatial,515,515,0.7396814025827128,0.7334072883197785
genvideo,WildScrape,B6,Patch same-grid D2,515,515,0.7430804034310491,0.687747189654255
genvideo,WildScrape,B7,Current patch,515,515,0.7479913281176359,0.7028005346248266
genvideo,WildScrape,B8,Current global + patch,515,515,0.7662286737675559,0.6881954294908416
