dataset,generator,config,config_name,n_real,n_fake,auc,ap
videofeedback,AnimateDiff,L0,Same-grid D2,300,300,0.781522222222222,0.7909097095730542
videofeedback,AnimateDiff,L1,Global-residual D2,300,300,0.5083333333333333,0.5083333333333333
videofeedback,AnimateDiff,L2,Spatial-median residual D2,300,300,0.7451111111111111,0.7565587636018695
videofeedback,AnimateDiff,L3,Persistent same-grid D2,300,300,0.7144833333333335,0.7397790822842062
videofeedback,AnimateDiff,P0,Leakage-free spatial + D2,300,300,0.7816444444444445,0.794046317551748
videofeedback,Fast-SVD,Ls,Local spatial,300,300,0.6451277777777777,0.645259213877296
videofeedback,Fast-SVD,L0,Same-grid D2,300,300,0.8225166666666667,0.856091198986592
videofeedback,Fast-SVD,L1,Global-residual D2,300,300,0.5083333333333333,0.5083333333333333
videofeedback,Fast-SVD,L2,Spatial-median residual D2,300,300,0.7838388888888889,0.8267031924300544
videofeedback,Fast-SVD,L3,Persistent same-grid D2,300,300,0.7897333333333334,0.8210907214771982
videofeedback,Fast-SVD,P0,Leakage-free spatial + D2,300,300,0.8243833333333335,0.8595702901121718
videofeedback,LVDM,Ls,Local spatial,300,300,0.7253111111111111,0.7255738533766702
videofeedback,LVDM,L0,Same-grid D2,300,300,0.8338555555555556,0.8412809615253057
videofeedback,LVDM,L1,Global-residual D2,300,300,0.5083333333333333,0.5083333333333333
videofeedback,LVDM,L2,Spatial-median residual D2,300,300,0.7468166666666668,0.7714238281186481
videofeedback,LVDM,L3,Persistent same-grid D2,300,300,0.7851444444444444,0.8073493090373816
videofeedback,LVDM,P0,Leakage-free spatial + D2,300,300,0.8371777777777778,0.8456796438260589
videofeedback,LaVie-base,Ls,Local spatial,300,300,0.614338888888889,0.596707509188913
videofeedback,LaVie-base,L0,Same-grid D2,300,300,0.7460555555555556,0.7514550745712584
videofeedback,LaVie-base,L1,Global-residual D2,300,300,0.5083333333333333,0.5083333333333333
videofeedback,LaVie-base,L2,Spatial-median residual D2,300,300,0.6680444444444444,0.6930823084350026
videofeedback,LaVie-base,L3,Persistent same-grid D2,300,300,0.7423333333333333,0.7523278335738639
videofeedback,LaVie-base,P0,Leakage-free spatial + D2,300,300,0.7462555555555554,0.753062231079142
videofeedback,ModelScope,Ls,Local spatial,300,300,0.7034333333333334,0.6978317507262435
videofeedback,ModelScope,L0,Same-grid D2,300,300,0.7728833333333333,0.7607799211168064
videofeedback,ModelScope,L1,Global-residual D2,300,300,0.5083333333333333,0.5083333333333333
videofeedback,ModelScope,L2,Spatial-median residual D2,300,300,0.7104444444444444,0.696530849268215
videofeedback,ModelScope,L3,Persistent same-grid D2,300,300,0.7542,0.746093092425759
videofeedback,ModelScope,P0,Leakage-free spatial + D2,300,300,0.7756388888888889,0.7651751531662004
videofeedback,Pika,Ls,Local spatial,300,300,0.5737888888888889,0.5672634686203087
videofeedback,Pika,L0,Same-grid D2,300,300,0.8663944444444445,0.8805606662088827
videofeedback,Pika,L1,Global-residual D2,300,300,0.5083333333333333,0.5083333333333333
videofeedback,Pika,L2,Spatial-median residual D2,300,300,0.8236055555555556,0.8418715777373299
videofeedback,Pika,L3,Persistent same-grid D2,300,300,0.8274944444444445,0.8459228379999277
videofeedback,Pika,P0,Leakage-free spatial + D2,300,300,0.8629166666666668,0.8814930857909152
videofeedback,SoRA-Clip,Ls,Local spatial,300,300,0.59985,0.5987038751733708
videofeedback,SoRA-Clip,L0,Same-grid D2,300,300,0.7253277777777778,0.7245668110484726
videofeedback,SoRA-Clip,L1,Global-residual D2,300,300,0.5083333333333333,0.5083333333333333
videofeedback,SoRA-Clip,L2,Spatial-median residual D2,300,300,0.6901555555555555,0.6817981585925768
videofeedback,SoRA-Clip,L3,Persistent same-grid D2,300,300,0.7140388888888889,0.7193769422335791
videofeedback,SoRA-Clip,P0,Leakage-free spatial + D2,300,300,0.7263722222222222,0.7279482935082151
videofeedback,Text2Video-Zero,Ls,Local spatial,300,300,0.6522833333333333,0.6493065523648122
videofeedback,Text2Video-Zero,L0,Same-grid D2,300,300,0.5891833333333334,0.6257646156095601
videofeedback,Text2Video-Zero,L1,Global-residual D2,300,300,0.5083333333333333,0.5083333333333333
videofeedback,Text2Video-Zero,L2,Spatial-median residual D2,300,300,0.4725055555555555,0.5437541777952093
videofeedback,Text2Video-Zero,L3,Persistent same-grid D2,300,300,0.5718722222222222,0.5980415679145192
videofeedback,Text2Video-Zero,P0,Leakage-free spatial + D2,300,300,0.5924944444444444,0.6279716066073491
videofeedback,VideoCrafter2,Ls,Local spatial,300,300,0.6370888888888888,0.6311061886310527
videofeedback,VideoCrafter2,L0,Same-grid D2,300,300,0.8054888888888889,0.8136715272551922
videofeedback,VideoCrafter2,L1,Global-residual D2,300,300,0.5066722222222222,0.5061111111111111
videofeedback,VideoCrafter2,L2,Spatial-median residual D2,300,300,0.7643166666666666,0.7807911466415198
videofeedback,VideoCrafter2,L3,Persistent same-grid D2,300,300,0.7870444444444444,0.8077339449246957
videofeedback,VideoCrafter2,P0,Leakage-free spatial + D2,300,300,0.807138888888889,0.8163969511541216
videofeedback,ZeroScope-576w,Ls,Local spatial,300,300,0.7088388888888889,0.7023597487809616
videofeedback,ZeroScope-576w,L0,Same-grid D2,300,300,0.8640777777777778,0.8521010375307914
videofeedback,ZeroScope-576w,L1,Global-residual D2,300,300,0.5066388888888889,0.5044444444444445
videofeedback,ZeroScope-576w,L2,Spatial-median residual D2,300,300,0.7878444444444445,0.7832326023181901
videofeedback,ZeroScope-576w,L3,Persistent same-grid D2,300,300,0.8192777777777777,0.8253873451191972
videofeedback,ZeroScope-576w,P0,Leakage-free spatial + D2,300,300,0.8662055555555556,0.8547643377710967
