dataset,beta,mode,source_model,n_real,n_fake,n_total,auc,ap
videofeedback,0.25,fused_alpha0p60,Fast-SVD,1000.0,1000.0,2000.0,0.8932549999999999,0.9045927780753925
videofeedback,0.25,fused_alpha0p60,LVDM,3172.0,3172.0,6344.0,0.9111967857148536,0.9239773308061972
videofeedback,0.25,fused_alpha0p60,LaVie-base,3214.0,3214.0,6428.0,0.8271818727107487,0.8460703254279918
videofeedback,0.25,fused_alpha0p60,ModelScope,4080.0,4080.0,8160.0,0.8735777104959631,0.8818313559009967
videofeedback,0.25,fused_alpha0p60,Pika,4080.0,4080.0,8160.0,0.8667233756247597,0.8849801364410346
videofeedback,0.25,fused_alpha0p60,SoRA-Clip,920.0,920.0,1840.0,0.8262003780718337,0.8312121742777956
videofeedback,0.25,fused_alpha0p60,Text2Video-Zero,4080.0,4080.0,8160.0,0.7747055219146483,0.7914665450173443
videofeedback,0.25,fused_alpha0p60,VideoCrafter2,4080.0,4080.0,8160.0,0.9018233371780083,0.9218782889374415
videofeedback,0.25,fused_alpha0p60,ZeroScope-576w,2178.0,2178.0,4356.0,0.8813767949129834,0.8883512479322193
videofeedback,0.25,fused_alpha0p60,Average,2820.2,2820.2,5640.4,0.8612605744767539,0.875468407337247
videofeedback,0.3,patch_only,AnimateDiff,1398.0,1398.0,2796.0,0.8078877243394917,0.8210683066575795
videofeedback,0.3,patch_only,Fast-SVD,1000.0,1000.0,2000.0,0.8559825,0.8802085631178671
videofeedback,0.3,patch_only,LVDM,3172.0,3172.0,6344.0,0.8875253637995767,0.8999732577856454
videofeedback,0.3,patch_only,LaVie-base,3214.0,3214.0,6428.0,0.7711898182694024,0.7754732648810567
videofeedback,0.3,patch_only,ModelScope,4080.0,4080.0,8160.0,0.8548733359765475,0.8645067872886355
videofeedback,0.3,patch_only,Pika,4080.0,4080.0,8160.0,0.8321838956170704,0.8594471853956006
videofeedback,0.3,patch_only,SoRA-Clip,920.0,920.0,1840.0,0.7838374291115312,0.7772200742640958
videofeedback,0.3,patch_only,Text2Video-Zero,4080.0,4080.0,8160.0,0.6946335544021529,0.70281527549912
videofeedback,0.3,patch_only,VideoCrafter2,4080.0,4080.0,8160.0,0.834160869617455,0.8584846399463282
videofeedback,0.3,patch_only,ZeroScope-576w,2178.0,2178.0,4356.0,0.8894812554967827,0.8953361961744809
videofeedback,0.3,patch_only,Average,2820.2,2820.2,5640.4,0.821175574663001,0.8334533551010409
videofeedback,0.3,fused_alpha0p60,AnimateDiff,1398.0,1398.0,2796.0,0.853298499184406,0.878771700455686
videofeedback,0.3,fused_alpha0p60,Fast-SVD,1000.0,1000.0,2000.0,0.8898640000000001,0.901593000468752
videofeedback,0.3,fused_alpha0p60,LVDM,3172.0,3172.0,6344.0,0.91427482988762,0.9271552469284672
videofeedback,0.3,fused_alpha0p60,LaVie-base,3214.0,3214.0,6428.0,0.8248798911420904,0.8449233471303272
videofeedback,0.3,fused_alpha0p60,ModelScope,4080.0,4080.0,8160.0,0.8756559976931948,0.8843420291658987
videofeedback,0.3,fused_alpha0p60,Pika,4080.0,4080.0,8160.0,0.8595862168396771,0.8792789506250902
videofeedback,0.3,fused_alpha0p60,SoRA-Clip,920.0,920.0,1840.0,0.8249681001890359,0.8302581643732126
videofeedback,0.3,fused_alpha0p60,Text2Video-Zero,4080.0,4080.0,8160.0,0.7790194276239908,0.7955737137761134
videofeedback,0.3,fused_alpha0p60,VideoCrafter2,4080.0,4080.0,8160.0,0.8986860822760476,0.9197923989761302
videofeedback,0.3,fused_alpha0p60,ZeroScope-576w,2178.0,2178.0,4356.0,0.8822796796751217,0.8897156018735042
videofeedback,0.3,fused_alpha0p60,Average,2820.2,2820.2,5640.4,0.8602512724511184,0.8751404153773181
videofeedback,0.35,patch_only,AnimateDiff,1398.0,1398.0,2796.0,0.8026168079885223,0.8186673139936559
videofeedback,0.35,patch_only,Fast-SVD,1000.0,1000.0,2000.0,0.8505059999999999,0.8741210837247023
videofeedback,0.35,patch_only,LVDM,3172.0,3172.0,6344.0,0.8924701617558427,0.906115427772775
videofeedback,0.35,patch_only,LaVie-base,3214.0,3214.0,6428.0,0.7673454538695633,0.7729510700673334
videofeedback,0.35,patch_only,ModelScope,4080.0,4080.0,8160.0,0.858460598087274,0.8694542574325068
videofeedback,0.35,patch_only,Pika,4080.0,4080.0,8160.0,0.8203372801326413,0.8485228569673888
videofeedback,0.35,patch_only,SoRA-Clip,920.0,920.0,1840.0,0.7814130434782608,0.7751852861227414
videofeedback,0.35,patch_only,Text2Video-Zero,4080.0,4080.0,8160.0,0.7019310781910804,0.709569810492327
videofeedback,0.35,patch_only,VideoCrafter2,4080.0,4080.0,8160.0,0.8288033749038832,0.8539782162663618
videofeedback,0.35,patch_only,ZeroScope-576w,2178.0,2178.0,4356.0,0.8909743988005946,0.8980691241879746
videofeedback,0.35,patch_only,Average,2820.2,2820.2,5640.4,0.8194858197207662,0.8326634447027766
videofeedback,0.35,fused_alpha0p60,AnimateDiff,1398.0,1398.0,2796.0,0.849659538150761,0.8768303761146538
videofeedback,0.35,fused_alpha0p60,Fast-SVD,1000.0,1000.0,2000.0,0.88606,0.8981395164306847
videofeedback,0.35,fused_alpha0p60,LVDM,3172.0,3172.0,6344.0,0.9170856199182953,0.9301086516656949
videofeedback,0.35,fused_alpha0p60,LaVie-base,3214.0,3214.0,6428.0,0.822251378439613,0.8434355006556224
videofeedback,0.35,fused_alpha0p60,ModelScope,4080.0,4080.0,8160.0,0.8775895088427528,0.8867054318597851
videofeedback,0.35,fused_alpha0p60,Pika,4080.0,4080.0,8160.0,0.8520930050941945,0.87324341778479
videofeedback,0.35,fused_alpha0p60,SoRA-Clip,920.0,920.0,1840.0,0.8234676275992439,0.8291746039130014
videofeedback,0.35,fused_alpha0p60,Text2Video-Zero,4080.0,4080.0,8160.0,0.7832198553440984,0.7996128205301172
videofeedback,0.35,fused_alpha0p60,VideoCrafter2,4080.0,4080.0,8160.0,0.8952399317570165,0.9173962039647516
videofeedback,0.35,fused_alpha0p60,ZeroScope-576w,2178.0,2178.0,4356.0,0.8830246702773625,0.8909603334066096
videofeedback,0.35,fused_alpha0p60,Average,2820.2,2820.2,5640.4,0.8589691135423339,0.8745606856325712
videofeedback,0.4,patch_only,AnimateDiff,1398.0,1398.0,2796.0,0.7964811778936187,0.8152443438060928
videofeedback,0.4,patch_only,Fast-SVD,1000.0,1000.0,2000.0,0.844106,0.8667774667643682
videofeedback,0.4,patch_only,LVDM,3172.0,3172.0,6344.0,0.8968852220485363,0.9116585366333265
videofeedback,0.4,patch_only,LaVie-base,3214.0,3214.0,6428.0,0.7627248882746571,0.7693626926596664
videofeedback,0.4,patch_only,ModelScope,4080.0,4080.0,8160.0,0.8616094470876585,0.8737657358473782
videofeedback,0.4,patch_only,Pika,4080.0,4080.0,8160.0,0.8075591118800461,0.8362567459591834
videofeedback,0.4,patch_only,SoRA-Clip,920.0,920.0,1840.0,0.7786064508506616,0.7725980906288612
videofeedback,0.4,patch_only,Text2Video-Zero,4080.0,4080.0,8160.0,0.7088395989523261,0.7160021863152292
videofeedback,0.4,patch_only,VideoCrafter2,4080.0,4080.0,8160.0,0.8227574430507497,0.8484954932111295
videofeedback,0.4,patch_only,ZeroScope-576w,2178.0,2178.0,4356.0,0.892035810142497,0.9002047683399086
videofeedback,0.4,patch_only,Average,2820.2,2820.2,5640.4,0.8171605150180753,0.8310366060165144
videofeedback,0.4,fused_alpha0p60,AnimateDiff,1398.0,1398.0,2796.0,0.8457437663860696,0.8745577110591434
videofeedback,0.4,fused_alpha0p60,Fast-SVD,1000.0,1000.0,2000.0,0.8819969999999999,0.8945378994007578
videofeedback,0.4,fused_alpha0p60,LVDM,3172.0,3172.0,6344.0,0.9196502260479065,0.9328369346285303
videofeedback,0.4,fused_alpha0p60,LaVie-base,3214.0,3214.0,6428.0,0.8193059185292721,0.8416334803383115
videofeedback,0.4,fused_alpha0p60,ModelScope,4080.0,4080.0,8160.0,0.8792978061322568,0.8888455323849558
videofeedback,0.4,fused_alpha0p60,Pika,4080.0,4080.0,8160.0,0.8441920775663205,0.8668018810572395
videofeedback,0.4,fused_alpha0p60,SoRA-Clip,920.0,920.0,1840.0,0.8217474007561437,0.8278578991409079
videofeedback,0.4,fused_alpha0p60,Text2Video-Zero,4080.0,4080.0,8160.0,0.7871723615916956,0.8033545261331949
videofeedback,0.4,fused_alpha0p60,VideoCrafter2,4080.0,4080.0,8160.0,0.8914918540945791,0.9146854439181761
videofeedback,0.4,fused_alpha0p60,ZeroScope-576w,2178.0,2178.0,4356.0,0.8835369303688864,0.8920600222398654
videofeedback,0.4,fused_alpha0p60,Average,2820.2,2820.2,5640.4,0.857413534147313,0.8737171330301082
videofeedback,0.45,patch_only,AnimateDiff,1398.0,1398.0,2796.0,0.7894754615729398,0.8107456556599626
videofeedback,0.45,patch_only,Fast-SVD,1000.0,1000.0,2000.0,0.8370115,0.8585655194812892
videofeedback,0.45,patch_only,LVDM,3172.0,3172.0,6344.0,0.9007642832381064,0.9165141747938705
videofeedback,0.45,patch_only,LaVie-base,3214.0,3214.0,6428.0,0.7573761379217944,0.7647552363741432
videofeedback,0.45,patch_only,ModelScope,4080.0,4080.0,8160.0,0.8642252679257978,0.8773575549152073
videofeedback,0.45,patch_only,Pika,4080.0,4080.0,8160.0,0.7937439926951173,0.8225073877993814
videofeedback,0.45,patch_only,SoRA-Clip,920.0,920.0,1840.0,0.7751104678638941,0.7691577243132082
videofeedback,0.45,patch_only,Text2Video-Zero,4080.0,4080.0,8160.0,0.7153694492502882,0.7220420085506609
videofeedback,0.45,patch_only,VideoCrafter2,4080.0,4080.0,8160.0,0.8159651035659362,0.8419677258348015
videofeedback,0.45,patch_only,ZeroScope-576w,2178.0,2178.0,4356.0,0.8926421953907553,0.9017165120018347
videofeedback,0.45,patch_only,Average,2820.2,2820.2,5640.4,0.814168385942463,0.8285329499724359
videofeedback,0.45,fused_alpha0p60,AnimateDiff,1398.0,1398.0,2796.0,0.8413209346685742,0.8717757591178368
videofeedback,0.45,fused_alpha0p60,Fast-SVD,1000.0,1000.0,2000.0,0.8776929999999998,0.8907055774306674
videofeedback,0.45,fused_alpha0p60,LVDM,3172.0,3172.0,6344.0,0.9219856436123774,0.9353372650939018
videofeedback,0.45,fused_alpha0p60,LaVie-base,3214.0,3214.0,6428.0,0.8160489326217091,0.8394870946115673
videofeedback,0.45,fused_alpha0p60,ModelScope,4080.0,4080.0,8160.0,0.8807737408688965,0.8907719745369842
videofeedback,0.45,fused_alpha0p60,Pika,4080.0,4080.0,8160.0,0.8359563028642829,0.8600166364782356
videofeedback,0.45,fused_alpha0p60,SoRA-Clip,920.0,920.0,1840.0,0.8197518903591683,0.82631217658014
videofeedback,0.45,fused_alpha0p60,Text2Video-Zero,4080.0,4080.0,8160.0,0.7908643310265283,0.8069652538092235
videofeedback,0.45,fused_alpha0p60,VideoCrafter2,4080.0,4080.0,8160.0,0.887367418781238,0.911618259008365
videofeedback,0.45,fused_alpha0p60,ZeroScope-576w,2178.0,2178.0,4356.0,0.8838181464026693,0.8929314159982925
videofeedback,0.45,fused_alpha0p60,Average,2820.2,2820.2,5640.4,0.8555580341205445,0.8725921412665214
videofeedback,0.5,patch_only,AnimateDiff,1398.0,1398.0,2796.0,0.7813036608602929,0.8049340064002029
videofeedback,0.5,patch_only,Fast-SVD,1000.0,1000.0,2000.0,0.829047,0.848978499212335
videofeedback,0.5,patch_only,LVDM,3172.0,3172.0,6344.0,0.9041622074615686,0.9207229370081216
videofeedback,0.5,patch_only,LaVie-base,3214.0,3214.0,6428.0,0.7512866178577002,0.7591049044891327
videofeedback,0.5,patch_only,ModelScope,4080.0,4080.0,8160.0,0.8662732482698963,0.880128151887283
videofeedback,0.5,patch_only,Pika,4080.0,4080.0,8160.0,0.7789081723375626,0.8071688781856656
videofeedback,0.5,patch_only,SoRA-Clip,920.0,920.0,1840.0,0.7712346408317581,0.7652347450763166
videofeedback,0.5,patch_only,Text2Video-Zero,4080.0,4080.0,8160.0,0.7213589424740485,0.7275538757350584
videofeedback,0.5,patch_only,VideoCrafter2,4080.0,4080.0,8160.0,0.8083295787677817,0.8343386783082443
videofeedback,0.5,patch_only,ZeroScope-576w,2178.0,2178.0,4356.0,0.8927892330096187,0.9025746097186931
videofeedback,0.5,patch_only,Average,2820.2,2820.2,5640.4,0.8104693301870227,0.8250739286021054
videofeedback,0.5,fused_alpha0p60,AnimateDiff,1398.0,1398.0,2796.0,0.8364790493674799,0.8685666893290619
videofeedback,0.5,fused_alpha0p60,Fast-SVD,1000.0,1000.0,2000.0,0.872995,0.8864283217538368
videofeedback,0.5,fused_alpha0p60,LVDM,3172.0,3172.0,6344.0,0.9241146324475351,0.9376401764569882
videofeedback,0.5,fused_alpha0p60,LaVie-base,3214.0,3214.0,6428.0,0.8125620292985457,0.8370659137014369
videofeedback,0.5,fused_alpha0p60,ModelScope,4080.0,4080.0,8160.0,0.8820224192618223,0.8924594793913232
videofeedback,0.5,fused_alpha0p60,Pika,4080.0,4080.0,8160.0,0.8274172794117647,0.852899513033024
videofeedback,0.5,fused_alpha0p60,SoRA-Clip,920.0,920.0,1840.0,0.8174302930056712,0.8243716498711362
videofeedback,0.5,fused_alpha0p60,Text2Video-Zero,4080.0,4080.0,8160.0,0.7943618440023068,0.8104028457716297
videofeedback,0.5,fused_alpha0p60,VideoCrafter2,4080.0,4080.0,8160.0,0.8829352893118032,0.9082300694529581
videofeedback,0.5,fused_alpha0p60,ZeroScope-576w,2178.0,2178.0,4356.0,0.8839283982659889,0.893666731320458
videofeedback,0.5,fused_alpha0p60,Average,2820.2,2820.2,5640.4,0.8534246234372918,0.8711731390081854
videofeedback,0.55,patch_only,AnimateDiff,1398.0,1398.0,2796.0,0.7721233685563476,0.7975315164140186
videofeedback,0.55,patch_only,Fast-SVD,1000.0,1000.0,2000.0,0.8204665,0.8387011114510824
videofeedback,0.55,patch_only,LVDM,3172.0,3172.0,6344.0,0.9070134483794997,0.9242182767006055
videofeedback,0.55,patch_only,LaVie-base,3214.0,3214.0,6428.0,0.744312762807707,0.752365325020989
videofeedback,0.55,patch_only,ModelScope,4080.0,4080.0,8160.0,0.8677137999807767,0.8820808857596434
videofeedback,0.55,patch_only,Pika,4080.0,4080.0,8160.0,0.7630845408016147,0.79044628265152
videofeedback,0.55,patch_only,SoRA-Clip,920.0,920.0,1840.0,0.7667887523629491,0.760705092746172
videofeedback,0.55,patch_only,Text2Video-Zero,4080.0,4080.0,8160.0,0.7266730043733179,0.7325270338477208
videofeedback,0.55,patch_only,VideoCrafter2,4080.0,4080.0,8160.0,0.7998571763264128,0.8256634132856081
videofeedback,0.55,patch_only,ZeroScope-576w,2178.0,2178.0,4356.0,0.8924148404489001,0.9028594419412163
videofeedback,0.55,patch_only,Average,2820.2,2820.2,5640.4,0.8060448194037526,0.8207098379818575
videofeedback,0.55,fused_alpha0p60,AnimateDiff,1398.0,1398.0,2796.0,0.8313096985065522,0.8649935109516999
videofeedback,0.55,fused_alpha0p60,Fast-SVD,1000.0,1000.0,2000.0,0.8680140000000001,0.8819174885439728
videofeedback,0.55,fused_alpha0p60,LVDM,3172.0,3172.0,6344.0,0.9259578809857374,0.9396279432088149
videofeedback,0.55,fused_alpha0p60,LaVie-base,3214.0,3214.0,6428.0,0.8087736679407802,0.8343032284624653
videofeedback,0.55,fused_alpha0p60,ModelScope,4080.0,4080.0,8160.0,0.8830451028450597,0.8939260065506556
videofeedback,0.55,fused_alpha0p60,Pika,4080.0,4080.0,8160.0,0.818572183775471,0.8454805597613557
videofeedback,0.55,fused_alpha0p60,SoRA-Clip,920.0,920.0,1840.0,0.8151063327032136,0.8223568254986591
videofeedback,0.55,fused_alpha0p60,Text2Video-Zero,4080.0,4080.0,8160.0,0.7975759924067667,0.8135433694930112
videofeedback,0.55,fused_alpha0p60,VideoCrafter2,4080.0,4080.0,8160.0,0.8781675917916187,0.9045069088872062
videofeedback,0.55,fused_alpha0p60,ZeroScope-576w,2178.0,2178.0,4356.0,0.8837603853882341,0.8941576959064557
videofeedback,0.55,fused_alpha0p60,Average,2820.2,2820.2,5640.4,0.8510282836343434,0.8694813537264295
videofeedback,0.6,patch_only,AnimateDiff,1398.0,1398.0,2796.0,0.7617667585616894,0.7887952189745121
videofeedback,0.6,patch_only,Fast-SVD,1000.0,1000.0,2000.0,0.8110605000000001,0.8270867915431457
videofeedback,0.6,patch_only,LVDM,3172.0,3172.0,6344.0,0.9093409646035854,0.9270574143228277
videofeedback,0.6,patch_only,LaVie-base,3214.0,3214.0,6428.0,0.7366235499713644,0.7447219495274235
videofeedback,0.6,patch_only,ModelScope,4080.0,4080.0,8160.0,0.8686044730392157,0.8832646947479519
videofeedback,0.6,patch_only,Pika,4080.0,4080.0,8160.0,0.7464672541810842,0.7727129004739041
videofeedback,0.6,patch_only,SoRA-Clip,920.0,920.0,1840.0,0.761757443289225,0.7559156879520887
videofeedback,0.6,patch_only,Text2Video-Zero,4080.0,4080.0,8160.0,0.7313492106401385,0.7368830374814634
videofeedback,0.6,patch_only,VideoCrafter2,4080.0,4080.0,8160.0,0.7905791642637447,0.8159649306857595
videofeedback,0.6,patch_only,ZeroScope-576w,2178.0,2178.0,4356.0,0.8915035234218807,0.902415214216723
videofeedback,0.6,patch_only,Average,2820.2,2820.2,5640.4,0.8009052841971929,0.81548178399258
videofeedback,0.6,fused_alpha0p60,AnimateDiff,1398.0,1398.0,2796.0,0.8258098120961685,0.8610162503551835
videofeedback,0.6,fused_alpha0p60,Fast-SVD,1000.0,1000.0,2000.0,0.8627349999999999,0.8770586534883991
videofeedback,0.6,fused_alpha0p60,LVDM,3172.0,3172.0,6344.0,0.9275161843304196,0.9413454141920014
videofeedback,0.6,fused_alpha0p60,LaVie-base,3214.0,3214.0,6428.0,0.8047275086555437,0.8312515071032589
videofeedback,0.6,fused_alpha0p60,ModelScope,4080.0,4080.0,8160.0,0.8838029844290658,0.8951315813470947
videofeedback,0.6,fused_alpha0p60,Pika,4080.0,4080.0,8160.0,0.80942828479431,0.8377763068518076
videofeedback,0.6,fused_alpha0p60,SoRA-Clip,920.0,920.0,1840.0,0.8124586483931947,0.8201616324949488
videofeedback,0.6,fused_alpha0p60,Text2Video-Zero,4080.0,4080.0,8160.0,0.8005426999231066,0.8164209534537035
videofeedback,0.6,fused_alpha0p60,VideoCrafter2,4080.0,4080.0,8160.0,0.8731028931180316,0.9004878437558744
videofeedback,0.6,fused_alpha0p60,ZeroScope-576w,2178.0,2178.0,4356.0,0.883358587966652,0.8944238021894738
videofeedback,0.6,fused_alpha0p60,Average,2820.2,2820.2,5640.4,0.8483482603706491,0.8675073945231746
videofeedback,0.65,patch_only,AnimateDiff,1398.0,1398.0,2796.0,0.7505267590528878,0.7785575280068517
videofeedback,0.65,patch_only,Fast-SVD,1000.0,1000.0,2000.0,0.8008185000000001,0.8145364268341104
videofeedback,0.65,patch_only,LVDM,3172.0,3172.0,6344.0,0.9111332271340179,0.9291949872398514
videofeedback,0.65,patch_only,LaVie-base,3214.0,3214.0,6428.0,0.7283102202599161,0.7362140123618084
videofeedback,0.65,patch_only,ModelScope,4080.0,4080.0,8160.0,0.8688298370818917,0.8836358204702395
videofeedback,0.65,patch_only,Pika,4080.0,4080.0,8160.0,0.7292380034121492,0.7540271002651329
videofeedback,0.65,patch_only,SoRA-Clip,920.0,920.0,1840.0,0.7562996219281662,0.750284019186608
videofeedback,0.65,patch_only,Text2Video-Zero,4080.0,4080.0,8160.0,0.7353835363802383,0.7407867915822023
videofeedback,0.65,patch_only,VideoCrafter2,4080.0,4080.0,8160.0,0.7806039143598615,0.8054998032205315
videofeedback,0.65,patch_only,ZeroScope-576w,2178.0,2178.0,4356.0,0.8900932271205247,0.9014019095561357
videofeedback,0.65,patch_only,Average,2820.2,2820.2,5640.4,0.7951236846729655,0.8094138398723472
videofeedback,0.65,fused_alpha0p60,AnimateDiff,1398.0,1398.0,2796.0,0.8199215719984199,0.8566140639114757
videofeedback,0.65,fused_alpha0p60,Fast-SVD,1000.0,1000.0,2000.0,0.8571500000000001,0.8720501257138901
videofeedback,0.65,fused_alpha0p60,LVDM,3172.0,3172.0,6344.0,0.9288487776874894,0.9428234336592626
videofeedback,0.65,fused_alpha0p60,LaVie-base,3214.0,3214.0,6428.0,0.8003922826743142,0.8278565382051051
videofeedback,0.65,fused_alpha0p60,ModelScope,4080.0,4080.0,8160.0,0.884289395905421,0.8960278908951127
videofeedback,0.65,fused_alpha0p60,Pika,4080.0,4080.0,8160.0,0.800097798923491,0.8298620530086854
videofeedback,0.65,fused_alpha0p60,SoRA-Clip,920.0,920.0,1840.0,0.8096857277882796,0.81775935432962
videofeedback,0.65,fused_alpha0p60,Text2Video-Zero,4080.0,4080.0,8160.0,0.8032205161476356,0.8190838884397922
videofeedback,0.65,fused_alpha0p60,VideoCrafter2,4080.0,4080.0,8160.0,0.8676967392349095,0.8961492275125198
videofeedback,0.65,fused_alpha0p60,ZeroScope-576w,2178.0,2178.0,4356.0,0.8827527297349487,0.894514957388706
videofeedback,0.65,fused_alpha0p60,Average,2820.2,2820.2,5640.4,0.8454055540094908,0.865274153306417
videofeedback,0.7,patch_only,AnimateDiff,1398.0,1398.0,2796.0,0.7386558766764701,0.7672383329854902
videofeedback,0.7,patch_only,Fast-SVD,1000.0,1000.0,2000.0,0.7903445,0.8017015438521037
videofeedback,0.7,patch_only,LVDM,3172.0,3172.0,6344.0,0.9124403771811676,0.930751969929957
videofeedback,0.7,patch_only,LaVie-base,3214.0,3214.0,6428.0,0.7194706942905745,0.726915283382242
videofeedback,0.7,patch_only,ModelScope,4080.0,4080.0,8160.0,0.8684611387447135,0.883257375516866
videofeedback,0.7,patch_only,Pika,4080.0,4080.0,8160.0,0.711666906958862,0.7347645947510384
videofeedback,0.7,patch_only,SoRA-Clip,920.0,920.0,1840.0,0.7505925094517958,0.7444814979812807
videofeedback,0.7,patch_only,Text2Video-Zero,4080.0,4080.0,8160.0,0.738797998366013,0.7440425763788521
videofeedback,0.7,patch_only,VideoCrafter2,4080.0,4080.0,8160.0,0.7700010212418301,0.7943877742233254
videofeedback,0.7,patch_only,ZeroScope-576w,2178.0,2178.0,4356.0,0.888070642985494,0.8996579364565848
videofeedback,0.7,patch_only,Average,2820.2,2820.2,5640.4,0.7888501665896921,0.8027198885457739
videofeedback,0.7,fused_alpha0p60,AnimateDiff,1398.0,1398.0,2796.0,0.8137549861748133,0.8518166780911272
videofeedback,0.7,fused_alpha0p60,Fast-SVD,1000.0,1000.0,2000.0,0.8512679999999999,0.8666341105385286
videofeedback,0.7,fused_alpha0p60,LVDM,3172.0,3172.0,6344.0,0.9298779396961752,0.9440030304873913
videofeedback,0.7,fused_alpha0p60,LaVie-base,3214.0,3214.0,6428.0,0.795783769592352,0.8241132369196928
videofeedback,0.7,fused_alpha0p60,ModelScope,4080.0,4080.0,8160.0,0.884534734236832,0.8967103560120497
videofeedback,0.7,fused_alpha0p60,Pika,4080.0,4080.0,8160.0,0.7904964436755094,0.8217533413078861
videofeedback,0.7,fused_alpha0p60,SoRA-Clip,920.0,920.0,1840.0,0.8067060491493384,0.8151107032506664
videofeedback,0.7,fused_alpha0p60,Text2Video-Zero,4080.0,4080.0,8160.0,0.8056272827758554,0.8214287300271831
videofeedback,0.7,fused_alpha0p60,VideoCrafter2,4080.0,4080.0,8160.0,0.8620224192618224,0.8915552010661476
videofeedback,0.7,fused_alpha0p60,ZeroScope-576w,2178.0,2178.0,4356.0,0.8818627041767538,0.8943841186872812
videofeedback,0.7,fused_alpha0p60,Average,2820.2,2820.2,5640.4,0.8421934328739452,0.8627509506387954
videofeedback,0.75,patch_only,AnimateDiff,1398.0,1398.0,2796.0,0.7262774226823113,0.7551455315350807
videofeedback,0.75,patch_only,Fast-SVD,1000.0,1000.0,2000.0,0.779413,0.788756241849074
videofeedback,0.75,patch_only,LVDM,3172.0,3172.0,6344.0,0.9131885695135081,0.931701583239325
videofeedback,0.75,patch_only,LaVie-base,3214.0,3214.0,6428.0,0.7102696897402427,0.7173964488542283
videofeedback,0.75,patch_only,ModelScope,4080.0,4080.0,8160.0,0.8674435012975777,0.8821516320796674
videofeedback,0.75,patch_only,Pika,4080.0,4080.0,8160.0,0.6939759647731641,0.715272720618189
videofeedback,0.75,patch_only,SoRA-Clip,920.0,920.0,1840.0,0.7445593100189036,0.7381265793666874
videofeedback,0.75,patch_only,Text2Video-Zero,4080.0,4080.0,8160.0,0.7416092368319877,0.7467453028610769
videofeedback,0.75,patch_only,VideoCrafter2,4080.0,4080.0,8160.0,0.758815269367551,0.7827299700013831
videofeedback,0.75,patch_only,ZeroScope-576w,2178.0,2178.0,4356.0,0.8854979589702855,0.8972696634382591
videofeedback,0.75,patch_only,Average,2820.2,2820.2,5640.4,0.7821049923195531,0.795529567384297
videofeedback,0.75,fused_alpha0p60,AnimateDiff,1398.0,1398.0,2796.0,0.8073305212228383,0.8466832033160325
videofeedback,0.75,fused_alpha0p60,Fast-SVD,1000.0,1000.0,2000.0,0.8450759999999999,0.8610386453313195
videofeedback,0.75,fused_alpha0p60,LVDM,3172.0,3172.0,6344.0,0.9306375616403937,0.9449221614452408
videofeedback,0.75,fused_alpha0p60,LaVie-base,3214.0,3214.0,6428.0,0.7909889992019203,0.8201989231230424
videofeedback,0.75,fused_alpha0p60,ModelScope,4080.0,4080.0,8160.0,0.8845015138408305,0.8971201566058183
videofeedback,0.75,fused_alpha0p60,Pika,4080.0,4080.0,8160.0,0.7807854551134179,0.8134478818779287
videofeedback,0.75,fused_alpha0p60,SoRA-Clip,920.0,920.0,1840.0,0.8034747164461248,0.8122928419319938
videofeedback,0.75,fused_alpha0p60,Text2Video-Zero,4080.0,4080.0,8160.0,0.8077934568435217,0.8236413509768321
videofeedback,0.75,fused_alpha0p60,VideoCrafter2,4080.0,4080.0,8160.0,0.8560306132256823,0.8866927298372681
videofeedback,0.75,fused_alpha0p60,ZeroScope-576w,2178.0,2178.0,4356.0,0.8806788141874544,0.8939662213069587
videofeedback,0.75,fused_alpha0p60,Average,2820.2,2820.2,5640.4,0.8387297651722184,0.8600004115752435
videofeedback,0.8,patch_only,AnimateDiff,1398.0,1398.0,2796.0,0.7134637976590306,0.7420431799351226
videofeedback,0.8,patch_only,Fast-SVD,1000.0,1000.0,2000.0,0.7682195,0.7754992187824354
videofeedback,0.8,patch_only,LVDM,3172.0,3172.0,6344.0,0.9133330795628202,0.9320258261004182
videofeedback,0.8,patch_only,LaVie-base,3214.0,3214.0,6428.0,0.7008991755500302,0.7074417900713775
videofeedback,0.8,patch_only,ModelScope,4080.0,4080.0,8160.0,0.8658377186658976,0.8804441149978299
videofeedback,0.8,patch_only,Pika,4080.0,4080.0,8160.0,0.6764572219819299,0.6956609069126813
videofeedback,0.8,patch_only,SoRA-Clip,920.0,920.0,1840.0,0.7382785916824197,0.7313915510326043
videofeedback,0.8,patch_only,Text2Video-Zero,4080.0,4080.0,8160.0,0.7438494208958093,0.748945941502528
videofeedback,0.8,patch_only,VideoCrafter2,4080.0,4080.0,8160.0,0.7471671953094964,0.7706880328461683
videofeedback,0.8,patch_only,ZeroScope-576w,2178.0,2178.0,4356.0,0.8822830525810741,0.8943610660392236
videofeedback,0.8,patch_only,Average,2820.2,2820.2,5640.4,0.7749788753888508,0.7878501628220389
videofeedback,0.8,fused_alpha0p60,AnimateDiff,1398.0,1398.0,2796.0,0.8006113372670134,0.8411474093252943
videofeedback,0.8,fused_alpha0p60,Fast-SVD,1000.0,1000.0,2000.0,0.838855,0.8554073627796213
videofeedback,0.8,fused_alpha0p60,LVDM,3172.0,3172.0,6344.0,0.93114762049395,0.9456132256089259
