dataset,auc,real_positive_ap,fake_positive_ap,fake_tpr_at_0_1pct_real_fpr,fake_tpr_at_1pct_real_fpr,real_fpr_at_95pct_fake_tpr,variant
comgenvid,0.7915157910923061,0.8023550690971906,0.787744250213483,0.061247216035634745,0.14365256124721604,0.6403118040089086,scalar_gaussian
genvideo,0.7657613639939893,0.764555879386378,0.749348032859182,0.013970287652526319,0.08207169213911725,0.6997584286755567,scalar_gaussian
videofeedback,0.7784144195059965,0.7954381334450077,0.7564027281152028,0.029597246393299713,0.10689248014432234,0.6270160363226346,scalar_gaussian
comgenvid,0.5145066864747696,0.5170928953636497,0.5074692509866516,0.0,0.0077951002227171495,0.9426503340757239,scalar_gaussian_only
genvideo,0.5185637106013266,0.5350451753960509,0.5301089996155943,0.0015957446808510637,0.002075633723846903,0.9173984751436712,scalar_gaussian_only
videofeedback,0.6086436417546068,0.6146382172990802,0.5877628770677807,0.007988264933565681,0.013067458751889936,0.8757526369168019,scalar_gaussian_only
comgenvid,0.5145212573350331,0.517654498088945,0.5074264318289359,0.0,0.0077951002227171495,0.9420935412026726,scalar_gaussian_raw
genvideo,0.518537421041619,0.5312253530938484,0.5303440924777598,0.001135258358662614,0.0026269513382713135,0.9243587377898146,scalar_gaussian_raw
videofeedback,0.6069810257173546,0.6098658008429652,0.5891588985001671,0.006999398044799905,0.013948206847908444,0.8854998839456033,scalar_gaussian_raw
