target_dataset,train_datasets,selected_param,train_mean_auc,target_frozen_auc,target_frozen_ap,target_oracle_param,target_oracle_auc,target_oracle_ap,auc_gap_vs_target_oracle,ap_gap_vs_target_oracle
comgenvid,videofeedback+genvideo,1.0,0.8102002610487883,0.9087550690135002,0.907533494539448,3,0.9298728081675802,0.9287601716885026,-0.021117739154079995,-0.021226677149054574
videofeedback,comgenvid+genvideo,2.0,0.8651268432127295,0.7940801818548278,0.7946296360634616,1,0.822830420524707,0.8302444893146411,-0.028750238669879247,-0.035614853251179523
genvideo,comgenvid+videofeedback,1.0,0.8657927447691036,0.7975701015728696,0.7984642939073815,2,0.8072406946288327,0.8092277800772452,-0.009670593055963184,-0.010763486169863667
