source_dataset,target_dataset,selected_param,source_oracle_auc,target_frozen_auc,target_frozen_ap,target_oracle_param,target_oracle_auc,target_oracle_ap,auc_gap_vs_target_oracle,ap_gap_vs_target_oracle
comgenvid,comgenvid,bottomk_0.50,0.9312197471979092,0.9312197471979092,0.9333527461328144,bottomk_0.50,0.9312197471979092,0.9333527461328144,0.0,0.0
comgenvid,videofeedback,bottomk_0.50,0.9312197471979092,0.8051983297096958,0.8172031907365905,mean,0.822830420524707,0.8302444893146411,-0.01763209081501116,-0.013041298578050586
comgenvid,genvideo,bottomk_0.50,0.9312197471979092,0.7794767320937968,0.7746321775312015,mean,0.8072406946288327,0.8092277800772452,-0.02776396253503599,-0.03459560254604366
videofeedback,comgenvid,mean,0.822830420524707,0.9298728081675802,0.9287601716885026,bottomk_0.50,0.9312197471979092,0.9333527461328144,-0.0013469390303290085,-0.0045925744443118255
videofeedback,videofeedback,mean,0.822830420524707,0.822830420524707,0.8302444893146411,mean,0.822830420524707,0.8302444893146411,0.0,0.0
videofeedback,genvideo,mean,0.822830420524707,0.8072406946288327,0.8092277800772452,mean,0.8072406946288327,0.8092277800772452,0.0,0.0
genvideo,comgenvid,mean,0.8072406946288327,0.9298728081675802,0.9287601716885026,bottomk_0.50,0.9312197471979092,0.9333527461328144,-0.0013469390303290085,-0.0045925744443118255
genvideo,videofeedback,mean,0.8072406946288327,0.822830420524707,0.8302444893146411,mean,0.822830420524707,0.8302444893146411,0.0,0.0
genvideo,genvideo,mean,0.8072406946288327,0.8072406946288327,0.8092277800772452,mean,0.8072406946288327,0.8092277800772452,0.0,0.0
