Generative Model,n_real,n_annotated,n_total,patch_final_score AUC,patch_final_score AP
Crafter,188.0,188.0,376.0,0.7560830692621096,0.7428563968675632
Gen2,1380.0,1380.0,2760.0,0.8382973639991598,0.8629445907997308
Lavie,1400.0,1400.0,2800.0,0.8036663265306123,0.8019893526698962
ModelScope,700.0,700.0,1400.0,0.7741244897959184,0.7681846607467115
MorphStudio,700.0,700.0,1400.0,0.7428448979591836,0.730381977016708
Show_1,700.0,700.0,1400.0,0.7782867346938775,0.7646756156512211
Sora,56.0,56.0,112.0,0.8303571428571428,0.8654961806363981
WildScrape,515.0,515.0,1030.0,0.7121538316523706,0.6605286458613832
Average,704.875,704.875,1409.75,0.7794767320937968,0.7746321775312015
