dataset,generator,config,config_name,n_real,n_fake,auc,ap
videofeedback,SoRA-Clip,U4,U4,300,300,0.793938888888889,0.7883869064960601
videofeedback,SoRA-Clip,U5,U5,300,300,0.7935555555555555,0.7839068154554649
videofeedback,SoRA-Clip,HistoricalTuned,HistoricalTuned,300,300,0.80365,0.8040939487876853
videofeedback,Text2Video-Zero,U0,U0,300,300,0.7965722222222222,0.7791262279873197
videofeedback,Text2Video-Zero,U1,U1,300,300,0.797911111111111,0.7549302529359616
videofeedback,Text2Video-Zero,U2,U2,300,300,0.7987055555555556,0.742628188040797
videofeedback,Text2Video-Zero,U3,U3,300,300,0.7938944444444445,0.7699600669764027
videofeedback,Text2Video-Zero,U4,U4,300,300,0.7910111111111111,0.7527397128799767
videofeedback,Text2Video-Zero,U5,U5,300,300,0.7935666666666668,0.7359241008722781
videofeedback,Text2Video-Zero,HistoricalTuned,HistoricalTuned,300,300,0.7965722222222222,0.7791262279873197
videofeedback,VideoCrafter2,U0,U0,300,300,0.9475222222222223,0.9463831080275305
videofeedback,VideoCrafter2,U1,U1,300,300,0.9475666666666668,0.9486269727912096
videofeedback,VideoCrafter2,U2,U2,300,300,0.9498888888888889,0.9532423175664642
videofeedback,VideoCrafter2,U3,U3,300,300,0.9498999999999999,0.9520781855462995
videofeedback,VideoCrafter2,U4,U4,300,300,0.9482666666666666,0.9514760830452194
videofeedback,VideoCrafter2,U5,U5,300,300,0.9504722222222222,0.9537262474974805
videofeedback,VideoCrafter2,HistoricalTuned,HistoricalTuned,300,300,0.9475222222222223,0.9463831080275305
videofeedback,ZeroScope-576w,U0,U0,300,300,0.8065500000000001,0.8329721651308849
videofeedback,ZeroScope-576w,U1,U1,300,300,0.7777,0.8034373100654718
videofeedback,ZeroScope-576w,U2,U2,300,300,0.7604444444444445,0.7749952092640496
videofeedback,ZeroScope-576w,U3,U3,300,300,0.8267166666666668,0.848137576219755
videofeedback,ZeroScope-576w,U4,U4,300,300,0.8071777777777778,0.8269468517353551
videofeedback,ZeroScope-576w,U5,U5,300,300,0.7933944444444444,0.8094819196862786
videofeedback,ZeroScope-576w,HistoricalTuned,HistoricalTuned,300,300,0.8065500000000001,0.8329721651308849
genvideo,Crafter,U0,U0,188,188,0.8228412177455863,0.7949817788691333
genvideo,Crafter,U1,U1,188,188,0.8240012449071978,0.7901305726336402
genvideo,Crafter,U2,U2,188,188,0.8212284970574921,0.7777952161670066
genvideo,Crafter,U3,U3,188,188,0.8035310095065641,0.7859520821898074
genvideo,Crafter,U4,U4,188,188,0.8044505432322318,0.7771834002012811
genvideo,Crafter,U5,U5,188,188,0.7971367134449978,0.7628617047196725
genvideo,Crafter,HistoricalTuned,HistoricalTuned,188,188,0.8240012449071978,0.7901305726336402
genvideo,Gen2,U0,U0,1380,1380,0.9401320625918925,0.9454426501253425
genvideo,Gen2,U1,U1,1380,1380,0.9376953371140516,0.9422742341496206
genvideo,Gen2,U2,U2,1380,1380,0.9354977945809703,0.9397096124336157
genvideo,Gen2,U3,U3,1380,1380,0.9211638836378911,0.9276009105542566
genvideo,Gen2,U4,U4,1380,1380,0.9180776097458517,0.9231434844015058
genvideo,Gen2,U5,U5,1380,1380,0.9180896870405377,0.9224869007162115
genvideo,Gen2,HistoricalTuned,HistoricalTuned,1380,1380,0.9376953371140516,0.9422742341496206
genvideo,Lavie,U0,U0,1400,1400,0.8672257653061223,0.8592361208181631
genvideo,Lavie,U1,U1,1400,1400,0.8847007653061225,0.8783268387091532
genvideo,Lavie,U2,U2,1400,1400,0.8878000000000001,0.8806382565078195
genvideo,Lavie,U3,U3,1400,1400,0.8647125000000001,0.856886176416101
genvideo,Lavie,U4,U4,1400,1400,0.874508418367347,0.868456272022688
genvideo,Lavie,U5,U5,1400,1400,0.8721306122448981,0.8671150877225751
genvideo,Lavie,HistoricalTuned,HistoricalTuned,1400,1400,0.8847007653061225,0.8783268387091532
genvideo,ModelScope,U0,U0,700,700,0.8527632653061225,0.8539544776905588
genvideo,ModelScope,U1,U1,700,700,0.8540755102040816,0.8515416807925239
genvideo,ModelScope,U2,U2,700,700,0.8454010204081632,0.839375958404011
genvideo,ModelScope,U3,U3,700,700,0.8302571428571429,0.827113121113116
genvideo,ModelScope,U4,U4,700,700,0.8276285714285714,0.8179349547467374
genvideo,ModelScope,U5,U5,700,700,0.8154602040816326,0.8019726041000601
genvideo,ModelScope,HistoricalTuned,HistoricalTuned,700,700,0.8540755102040816,0.8515416807925239
genvideo,MorphStudio,U0,U0,700,700,0.8429642857142857,0.84699441168089
genvideo,MorphStudio,U1,U1,700,700,0.8461244897959184,0.8479402738401393
genvideo,MorphStudio,U2,U2,700,700,0.8453326530612245,0.8458515540183821
genvideo,MorphStudio,U3,U3,700,700,0.8276683673469387,0.8368592893022557
genvideo,MorphStudio,U4,U4,700,700,0.8241377551020409,0.8319055175586623
genvideo,MorphStudio,U5,U5,700,700,0.8159581632653059,0.8228697192818797
genvideo,MorphStudio,HistoricalTuned,HistoricalTuned,700,700,0.8461244897959184,0.8479402738401393
genvideo,Show_1,U0,U0,700,700,0.8621459183673468,0.8268539785175433
genvideo,Show_1,U1,U1,700,700,0.8752867346938775,0.8430001014937374
genvideo,Show_1,U2,U2,700,700,0.8775244897959185,0.8453817340066886
genvideo,Show_1,U3,U3,700,700,0.8522704081632654,0.8158342954474278
genvideo,Show_1,U4,U4,700,700,0.8556,0.8169718808256838
genvideo,Show_1,U5,U5,700,700,0.8567244897959183,0.8184092230521671
genvideo,Show_1,HistoricalTuned,HistoricalTuned,700,700,0.8752867346938775,0.8430001014937374
genvideo,Sora,U0,U0,56,56,0.8879145408163266,0.8843182860539148
genvideo,Sora,U1,U1,56,56,0.8875956632653061,0.8918487796871898
genvideo,Sora,U2,U2,56,56,0.8864795918367347,0.893608771023884
genvideo,Sora,U3,U3,56,56,0.8727678571428572,0.8780528969434054
genvideo,Sora,U4,U4,56,56,0.8722895408163265,0.8800163265564921
genvideo,Sora,U5,U5,56,56,0.8694196428571428,0.8781905662932826
genvideo,Sora,HistoricalTuned,HistoricalTuned,56,56,0.8875956632653061,0.8918487796871898
genvideo,WildScrape,U0,U0,515,515,0.7768366481289471,0.7009744446668911
genvideo,WildScrape,U1,U1,515,515,0.7715562258459798,0.6831558305977109
genvideo,WildScrape,U2,U2,515,515,0.7633311339428788,0.6692214019915197
genvideo,WildScrape,U3,U3,515,515,0.759507964935432,0.6790492449974965
genvideo,WildScrape,U4,U4,515,515,0.7534414176642473,0.6635838538606313
genvideo,WildScrape,U5,U5,515,515,0.7456895089075314,0.6520635260092708
genvideo,WildScrape,HistoricalTuned,HistoricalTuned,515,515,0.7715562258459798,0.6831558305977109
