Generative Model,n_real,n_annotated,n_total,patch_final_score AUC,patch_final_score AP
Sora,1700.0,1700.0,3400.0,0.9364986159169549,0.9379809945937556
VEO3,1700.0,1700.0,3400.0,0.9503716262975779,0.9532412895495261
Average,1700.0,1700.0,3400.0,0.9434351211072665,0.9456111420716409
