dataset,auc,real_positive_ap,fake_positive_ap,fake_tpr_at_0_1pct_real_fpr,fake_tpr_at_1pct_real_fpr,real_fpr_at_95pct_fake_tpr,variant,method,observation
genvideo,0.16642731535889513,0.33701157645199703,0.3392649733167306,0.000332004160887656,0.0016461511789181691,0.9983760351966874,local_d2_norm_target_only,D2幅度（视频CDF后）,fc3
videofeedback,0.5068827777777778,0.5230740270134568,0.49445266871850857,0.0013333333333333335,0.005666666666666667,0.9243333333333335,local_d2_norm_target_only,D2幅度（视频CDF后）,fc3
Macro-3,0.33795248301752207,0.42102810805227014,0.40855391164204197,0.0005551124980736631,0.002623203572878687,0.9697821131922639,local_d2_norm_target_only,D2幅度（视频CDF后）,fc3
comgenvid,0.8497049865824078,0.8529116928026907,0.8549912575537051,0.07182628062360802,0.2728285077951002,0.5579064587973274,global_d2_target_raw,Global D2（原始分数）,fc3
genvideo,0.8279668630072574,0.8123015939743102,0.8355494241692434,0.09452295149309106,0.20391003475746117,0.6333455050737682,global_d2_target_raw,Global D2（原始分数）,fc3
videofeedback,0.7978411111111111,0.7944331135934842,0.7920007110456689,0.022000000000000002,0.15033333333333335,0.6663333333333333,global_d2_target_raw,Global D2（原始分数）,fc3
Macro-3,0.8251709869002588,0.8198821334568284,0.8275137975895391,0.06278307737223303,0.20902395862863157,0.619195099068143,global_d2_target_raw,Global D2（原始分数）,fc3
comgenvid,0.8496919658136617,0.8526596003864524,0.8542369056326173,0.06792873051224944,0.267260579064588,0.5584632516703787,global_d2_target_only,Global D2（视频CDF后）,fc3
genvideo,0.828012585012119,0.8135094875360962,0.8329963521770659,0.052574088145896654,0.19051101903897993,0.6279084945254967,global_d2_target_only,Global D2（视频CDF后）,fc3
videofeedback,0.7962483333333333,0.7937852525691778,0.7911392502506075,0.0,0.14833333333333334,0.6646666666666666,global_d2_target_only,Global D2（视频CDF后）,fc3
Macro-3,0.8246509613863714,0.8199847801639087,0.8261241693534304,0.040167606219382035,0.20203497714563376,0.6170128042875139,global_d2_target_only,Global D2（视频CDF后）,fc3
