dataset,variant,nominal_real_fpr,threshold,role,group,n,count,rate,ci95_low,ci95_high,threshold_n,reference_real_fpr
comgenvid,global_only,0.01,0.041166666666666664,fake,VEO3,1700,349,0.20529411764705882,0.18676809546828035,0.22514901993427036,2000,0.01
comgenvid,global_source_local_source,0.001,0.019250500500500502,real,all_real,898,26,0.028953229398663696,0.019833884264571323,0.04208549000517672,2000,0.001
comgenvid,global_source_local_source,0.001,0.019250500500500502,real,MSVD,898,26,0.028953229398663696,0.019833884264571323,0.04208549000517672,2000,0.001
comgenvid,global_source_local_source,0.001,0.019250500500500502,fake,Sora,1700,360,0.21176470588235294,0.193004279047992,0.23182483581677815,2000,0.001
comgenvid,global_source_local_source,0.001,0.019250500500500502,fake,VEO3,1700,490,0.28823529411764703,0.2672006615982756,0.3102248105472698,2000,0.001
comgenvid,global_source_local_source,0.01,0.051309934934934937,real,all_real,898,67,0.07461024498886415,0.059177534916577144,0.093666911823479,2000,0.01
comgenvid,global_source_local_source,0.01,0.051309934934934937,real,MSVD,898,67,0.07461024498886415,0.059177534916577144,0.093666911823479,2000,0.01
comgenvid,global_source_local_source,0.01,0.051309934934934937,fake,Sora,1700,780,0.4588235294117647,0.4352555810216593,0.4825771496733079,2000,0.01
comgenvid,global_source_local_source,0.01,0.051309934934934937,fake,VEO3,1700,969,0.57,0.5463342189015485,0.5933501389170073,2000,0.01
comgenvid,global_source_local_target,0.001,0.020752752752752752,real,all_real,898,4,0.004454342984409799,0.0017335294583041335,0.011396781534693213,2000,0.001
comgenvid,global_source_local_target,0.001,0.020752752752752752,real,MSVD,898,4,0.004454342984409799,0.0017335294583041335,0.011396781534693213,2000,0.001
comgenvid,global_source_local_target,0.001,0.020752752752752752,fake,Sora,1700,311,0.18294117647058825,0.16528450100651793,0.20202752534472923,2000,0.001
comgenvid,global_source_local_target,0.001,0.020752752752752752,fake,VEO3,1700,357,0.21,0.1913027713734636,0.2300048890925194,2000,0.001
comgenvid,global_source_local_target,0.01,0.04137575075075075,real,all_real,898,13,0.014476614699331848,0.008479463819163684,0.02461000942341349,2000,0.01
comgenvid,global_source_local_target,0.01,0.04137575075075075,real,MSVD,898,13,0.014476614699331848,0.008479463819163684,0.02461000942341349,2000,0.01
comgenvid,global_source_local_target,0.01,0.04137575075075075,fake,Sora,1700,570,0.3352941176470588,0.31324622523149903,0.3580846975483696,2000,0.01
comgenvid,global_source_local_target,0.01,0.04137575075075075,fake,VEO3,1700,656,0.38588235294117645,0.3630235897604182,0.409255692451348,2000,0.01
comgenvid,global_target_local_source,0.001,0.019254254254254255,real,all_real,898,3,0.0033407572383073497,0.0011367953648031576,0.009775830933796432,2000,0.001
comgenvid,global_target_local_source,0.001,0.019254254254254255,real,MSVD,898,3,0.0033407572383073497,0.0011367953648031576,0.009775830933796432,2000,0.001
comgenvid,global_target_local_source,0.001,0.019254254254254255,fake,Sora,1700,144,0.08470588235294117,0.07238789357844785,0.09889650457364951,2000,0.001
comgenvid,global_target_local_source,0.001,0.019254254254254255,fake,VEO3,1700,211,0.12411764705882353,0.10928646244251451,0.14064375061582857,2000,0.001
comgenvid,global_target_local_source,0.01,0.057900775775775765,real,all_real,898,13,0.014476614699331848,0.008479463819163684,0.02461000942341349,2000,0.01
comgenvid,global_target_local_source,0.01,0.057900775775775765,real,MSVD,898,13,0.014476614699331848,0.008479463819163684,0.02461000942341349,2000,0.01
comgenvid,global_target_local_source,0.01,0.057900775775775765,fake,Sora,1700,521,0.3064705882352941,0.28501183411109715,0.3288020001552486,2000,0.01
comgenvid,global_target_local_source,0.01,0.057900775775775765,fake,VEO3,1700,628,0.36941176470588233,0.34678708347940873,0.3926252910103443,2000,0.01
comgenvid,global_target_local_target,0.001,0.018875750750750753,real,all_real,898,1,0.0011135857461024498,0.00019660228203867728,0.006280654627765395,2000,0.001
comgenvid,global_target_local_target,0.001,0.018875750750750753,real,MSVD,898,1,0.0011135857461024498,0.00019660228203867728,0.006280654627765395,2000,0.001
comgenvid,global_target_local_target,0.001,0.018875750750750753,fake,Sora,1700,142,0.08352941176470588,0.07129737606011621,0.09763938582612305,2000,0.001
comgenvid,global_target_local_target,0.001,0.018875750750750753,fake,VEO3,1700,183,0.10764705882352942,0.09378864543899086,0.12327465989733909,2000,0.001
comgenvid,global_target_local_target,0.01,0.040774024024024025,real,all_real,898,3,0.0033407572383073497,0.0011367953648031576,0.009775830933796432,2000,0.01
comgenvid,global_target_local_target,0.01,0.040774024024024025,real,MSVD,898,3,0.0033407572383073497,0.0011367953648031576,0.009775830933796432,2000,0.01
comgenvid,global_target_local_target,0.01,0.040774024024024025,fake,Sora,1700,344,0.2023529411764706,0.18393593435096614,0.22211209038693938,2000,0.01
comgenvid,global_target_local_target,0.01,0.040774024024024025,fake,VEO3,1700,367,0.21588235294117647,0.19697655501251737,0.23606928678275607,2000,0.01
