dataset,variant,nominal_real_fpr,threshold,role,group,n,count,rate,ci95_low,ci95_high,threshold_n,reference_real_fpr
videofeedback,local_d1_target,0.01,0.06473536036036037,real,DiDeMo,250,12,0.048,0.02766820153069461,0.08201230121318728,2000,0.01
videofeedback,local_d1_target,0.01,0.06473536036036037,real,Panda70M,250,24,0.096,0.06536188077872192,0.1388658252135973,2000,0.01
videofeedback,local_d1_target,0.01,0.06473536036036037,fake,AnimateDiff,300,128,0.4266666666666667,0.3719735758386311,0.4832140599409689,2000,0.01
videofeedback,local_d1_target,0.01,0.06473536036036037,fake,Fast-SVD,300,190,0.6333333333333333,0.5774367141816825,0.6858584934917717,2000,0.01
videofeedback,local_d1_target,0.01,0.06473536036036037,fake,LVDM,300,169,0.5633333333333334,0.5067592167427277,0.6183060069021631,2000,0.01
videofeedback,local_d1_target,0.01,0.06473536036036037,fake,LaVie-base,300,124,0.41333333333333333,0.3590487301690917,0.46980938484316287,2000,0.01
videofeedback,local_d1_target,0.01,0.06473536036036037,fake,ModelScope,300,122,0.4066666666666667,0.3526017598634212,0.46309159476516065,2000,0.01
videofeedback,local_d1_target,0.01,0.06473536036036037,fake,Pika,300,144,0.48,0.42407680086272237,0.5364289179862594,2000,0.01
videofeedback,local_d1_target,0.01,0.06473536036036037,fake,SoRA-Clip,300,103,0.3433333333333333,0.29188793516981404,0.398740195813877,2000,0.01
videofeedback,local_d1_target,0.01,0.06473536036036037,fake,Text2Video-Zero,300,66,0.22,0.1768274459698328,0.27025261791591293,2000,0.01
videofeedback,local_d1_target,0.01,0.06473536036036037,fake,VideoCrafter2,300,193,0.6433333333333333,0.5876297656515226,0.6954125825974409,2000,0.01
videofeedback,local_d1_target,0.01,0.06473536036036037,fake,ZeroScope-576w,300,71,0.23666666666666666,0.19208870391653038,0.28790326092839713,2000,0.01
videofeedback,local_d1_target_only,0.001,0.0015015015015015015,real,all_real,500,8,0.016,0.008129253033388314,0.03125110853339426,2000,0.0005
videofeedback,local_d1_target_only,0.001,0.0015015015015015015,real,DiDeMo,250,0,0.0,8.673617379884035e-19,0.015133299495444574,2000,0.0005
videofeedback,local_d1_target_only,0.001,0.0015015015015015015,real,Panda70M,250,8,0.032,0.01630236549364963,0.06186240283408649,2000,0.0005
videofeedback,local_d1_target_only,0.001,0.0015015015015015015,fake,AnimateDiff,300,20,0.06666666666666667,0.043567515545158274,0.10072305951611496,2000,0.0005
videofeedback,local_d1_target_only,0.001,0.0015015015015015015,fake,Fast-SVD,300,15,0.05,0.03053164062934728,0.08084703347274415,2000,0.0005
videofeedback,local_d1_target_only,0.001,0.0015015015015015015,fake,LVDM,300,41,0.13666666666666666,0.10236514609208625,0.1801554129977505,2000,0.0005
videofeedback,local_d1_target_only,0.001,0.0015015015015015015,fake,LaVie-base,300,17,0.056666666666666664,0.03567747646328951,0.08886595802247463,2000,0.0005
videofeedback,local_d1_target_only,0.001,0.0015015015015015015,fake,ModelScope,300,62,0.20666666666666667,0.16469552636242532,0.2560550167559749,2000,0.0005
videofeedback,local_d1_target_only,0.001,0.0015015015015015015,fake,Pika,300,37,0.12333333333333334,0.09081731429366795,0.1653737240288234,2000,0.0005
videofeedback,local_d1_target_only,0.001,0.0015015015015015015,fake,SoRA-Clip,300,25,0.08333333333333333,0.057080874056394275,0.12012160196406074,2000,0.0005
videofeedback,local_d1_target_only,0.001,0.0015015015015015015,fake,Text2Video-Zero,300,14,0.04666666666666667,0.027998933682334012,0.07679736022792105,2000,0.0005
videofeedback,local_d1_target_only,0.001,0.0015015015015015015,fake,VideoCrafter2,300,23,0.07666666666666666,0.051627611786607464,0.1124101038501748,2000,0.0005
videofeedback,local_d1_target_only,0.001,0.0015015015015015015,fake,ZeroScope-576w,300,52,0.17333333333333334,0.13470060049746765,0.22022614070256905,2000,0.0005
videofeedback,local_d1_target_only,0.01,0.016016016016016016,real,all_real,500,36,0.072,0.0524580314181262,0.09806840401696253,2000,0.01
videofeedback,local_d1_target_only,0.01,0.016016016016016016,real,DiDeMo,250,7,0.028,0.013628058600839217,0.05665777612286046,2000,0.01
videofeedback,local_d1_target_only,0.01,0.016016016016016016,real,Panda70M,250,29,0.116,0.08199160692455615,0.16163076708794527,2000,0.01
videofeedback,local_d1_target_only,0.01,0.016016016016016016,fake,AnimateDiff,300,79,0.2633333333333333,0.21671150294236005,0.3159395034372583,2000,0.01
videofeedback,local_d1_target_only,0.01,0.016016016016016016,fake,Fast-SVD,300,80,0.26666666666666666,0.21980599244000376,0.31942739413145094,2000,0.01
videofeedback,local_d1_target_only,0.01,0.016016016016016016,fake,LVDM,300,128,0.4266666666666667,0.3719735758386311,0.4832140599409689,2000,0.01
videofeedback,local_d1_target_only,0.01,0.016016016016016016,fake,LaVie-base,300,86,0.2866666666666667,0.23844603884969776,0.3402816288727752,2000,0.01
videofeedback,local_d1_target_only,0.01,0.016016016016016016,fake,ModelScope,300,125,0.4166666666666667,0.3622760916643604,0.4731644035397305,2000,0.01
videofeedback,local_d1_target_only,0.01,0.016016016016016016,fake,Pika,300,133,0.44333333333333336,0.38818691756565193,0.4999126191731299,2000,0.01
videofeedback,local_d1_target_only,0.01,0.016016016016016016,fake,SoRA-Clip,300,85,0.2833333333333333,0.2353308526310286,0.33681443489960794,2000,0.01
videofeedback,local_d1_target_only,0.01,0.016016016016016016,fake,Text2Video-Zero,300,40,0.13333333333333333,0.09946641683411198,0.1764717620638884,2000,0.01
videofeedback,local_d1_target_only,0.01,0.016016016016016016,fake,VideoCrafter2,300,89,0.2966666666666667,0.24781139053784687,0.35066341776013515,2000,0.01
videofeedback,local_d1_target_only,0.01,0.016016016016016016,fake,ZeroScope-576w,300,127,0.42333333333333334,0.3687385228107271,0.47986673277703656,2000,0.01
videofeedback,local_d1_target_raw,0.001,-1513.6619370665528,real,all_real,500,12,0.024,0.013781314655496986,0.041477057463900756,2000,0.001
videofeedback,local_d1_target_raw,0.001,-1513.6619370665528,real,DiDeMo,250,0,0.0,8.673617379884035e-19,0.015133299495444574,2000,0.001
videofeedback,local_d1_target_raw,0.001,-1513.6619370665528,real,Panda70M,250,12,0.048,0.02766820153069461,0.08201230121318728,2000,0.001
videofeedback,local_d1_target_raw,0.001,-1513.6619370665528,fake,AnimateDiff,300,24,0.08,0.054346855395144764,0.11627324043347391,2000,0.001
videofeedback,local_d1_target_raw,0.001,-1513.6619370665528,fake,Fast-SVD,300,18,0.06,0.038286369524692054,0.09283944515290843,2000,0.001
videofeedback,local_d1_target_raw,0.001,-1513.6619370665528,fake,LVDM,300,52,0.17333333333333334,0.13470060049746765,0.22022614070256905,2000,0.001
videofeedback,local_d1_target_raw,0.001,-1513.6619370665528,fake,LaVie-base,300,25,0.08333333333333333,0.057080874056394275,0.12012160196406074,2000,0.001
videofeedback,local_d1_target_raw,0.001,-1513.6619370665528,fake,ModelScope,300,71,0.23666666666666666,0.19208870391653038,0.28790326092839713,2000,0.001
videofeedback,local_d1_target_raw,0.001,-1513.6619370665528,fake,Pika,300,43,0.14333333333333334,0.1081847423238497,0.18750057714965976,2000,0.001
videofeedback,local_d1_target_raw,0.001,-1513.6619370665528,fake,SoRA-Clip,300,32,0.10666666666666667,0.07657584904594214,0.14670328831736743,2000,0.001
videofeedback,local_d1_target_raw,0.001,-1513.6619370665528,fake,Text2Video-Zero,300,18,0.06,0.038286369524692054,0.09283944515290843,2000,0.001
videofeedback,local_d1_target_raw,0.001,-1513.6619370665528,fake,VideoCrafter2,300,29,0.09666666666666666,0.06815029481828931,0.13538170196951116,2000,0.001
videofeedback,local_d1_target_raw,0.001,-1513.6619370665528,fake,ZeroScope-576w,300,62,0.20666666666666667,0.16469552636242532,0.2560550167559749,2000,0.001
videofeedback,local_d1_target_raw,0.01,-1499.6545173094773,real,all_real,500,37,0.074,0.054161184751011976,0.10033475332223055,2000,0.01
videofeedback,local_d1_target_raw,0.01,-1499.6545173094773,real,DiDeMo,250,7,0.028,0.013628058600839217,0.05665777612286046,2000,0.01
videofeedback,local_d1_target_raw,0.01,-1499.6545173094773,real,Panda70M,250,30,0.12,0.08536319974216687,0.166138107874371,2000,0.01
videofeedback,local_d1_target_raw,0.01,-1499.6545173094773,fake,AnimateDiff,300,81,0.27,0.22290402938898543,0.32291173737430573,2000,0.01
videofeedback,local_d1_target_raw,0.01,-1499.6545173094773,fake,Fast-SVD,300,80,0.26666666666666666,0.21980599244000376,0.31942739413145094,2000,0.01
videofeedback,local_d1_target_raw,0.01,-1499.6545173094773,fake,LVDM,300,131,0.43666666666666665,0.3816939930978369,0.49324078325727216,2000,0.01
videofeedback,local_d1_target_raw,0.01,-1499.6545173094773,fake,LaVie-base,300,90,0.3,0.2509396637848768,0.35411752470494157,2000,0.01
videofeedback,local_d1_target_raw,0.01,-1499.6545173094773,fake,ModelScope,300,126,0.42,0.3655060253806384,0.4765168500152888,2000,0.01
videofeedback,local_d1_target_raw,0.01,-1499.6545173094773,fake,Pika,300,133,0.44333333333333336,0.38818691756565193,0.4999126191731299,2000,0.01
videofeedback,local_d1_target_raw,0.01,-1499.6545173094773,fake,SoRA-Clip,300,85,0.2833333333333333,0.2353308526310286,0.33681443489960794,2000,0.01
videofeedback,local_d1_target_raw,0.01,-1499.6545173094773,fake,Text2Video-Zero,300,42,0.14,0.10527132693072412,0.18383161235094903,2000,0.01
videofeedback,local_d1_target_raw,0.01,-1499.6545173094773,fake,VideoCrafter2,300,92,0.30666666666666664,0.2572057600770161,0.3610161887964749,2000,0.01
videofeedback,local_d1_target_raw,0.01,-1499.6545173094773,fake,ZeroScope-576w,300,127,0.42333333333333334,0.3687385228107271,0.47986673277703656,2000,0.01
videofeedback,local_d2_norm_target,0.001,0.07723548548548549,real,all_real,500,0,0.0,4.336808689942018e-19,0.007624340461552241,2000,0.001
videofeedback,local_d2_norm_target,0.001,0.07723548548548549,real,DiDeMo,250,0,0.0,8.673617379884035e-19,0.015133299495444574,2000,0.001
videofeedback,local_d2_norm_target,0.001,0.07723548548548549,real,Panda70M,250,0,0.0,8.673617379884035e-19,0.015133299495444574,2000,0.001
videofeedback,local_d2_norm_target,0.001,0.07723548548548549,fake,AnimateDiff,300,1,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,2000,0.001
videofeedback,local_d2_norm_target,0.001,0.07723548548548549,fake,Fast-SVD,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.001
videofeedback,local_d2_norm_target,0.001,0.07723548548548549,fake,LVDM,300,5,0.016666666666666666,0.00713947735063333,0.0384153948330945,2000,0.001
videofeedback,local_d2_norm_target,0.001,0.07723548548548549,fake,LaVie-base,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.001
videofeedback,local_d2_norm_target,0.001,0.07723548548548549,fake,ModelScope,300,1,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,2000,0.001
videofeedback,local_d2_norm_target,0.001,0.07723548548548549,fake,Pika,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.001
videofeedback,local_d2_norm_target,0.001,0.07723548548548549,fake,SoRA-Clip,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.001
videofeedback,local_d2_norm_target,0.001,0.07723548548548549,fake,Text2Video-Zero,300,2,0.006666666666666667,0.0018301483579117855,0.023977583250306973,2000,0.001
videofeedback,local_d2_norm_target,0.001,0.07723548548548549,fake,VideoCrafter2,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.001
videofeedback,local_d2_norm_target,0.001,0.07723548548548549,fake,ZeroScope-576w,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.001
videofeedback,local_d2_norm_target,0.01,0.147133008008008,real,all_real,500,9,0.018,0.009498193296197078,0.033851670908739286,2000,0.01
videofeedback,local_d2_norm_target,0.01,0.147133008008008,real,DiDeMo,250,6,0.024,0.01104477730613677,0.051362123813526464,2000,0.01
videofeedback,local_d2_norm_target,0.01,0.147133008008008,real,Panda70M,250,3,0.012,0.0040893198805342975,0.0346807804270196,2000,0.01
videofeedback,local_d2_norm_target,0.01,0.147133008008008,fake,AnimateDiff,300,12,0.04,0.023027321487942308,0.06860421203864003,2000,0.01
videofeedback,local_d2_norm_target,0.01,0.147133008008008,fake,Fast-SVD,300,2,0.006666666666666667,0.0018301483579117855,0.023977583250306973,2000,0.01
videofeedback,local_d2_norm_target,0.01,0.147133008008008,fake,LVDM,300,29,0.09666666666666666,0.06815029481828931,0.13538170196951116,2000,0.01
videofeedback,local_d2_norm_target,0.01,0.147133008008008,fake,LaVie-base,300,15,0.05,0.03053164062934728,0.08084703347274415,2000,0.01
videofeedback,local_d2_norm_target,0.01,0.147133008008008,fake,ModelScope,300,19,0.06333333333333334,0.040916882383915276,0.09679131248552161,2000,0.01
videofeedback,local_d2_norm_target,0.01,0.147133008008008,fake,Pika,300,16,0.05333333333333334,0.03309191251909646,0.08486914177483133,2000,0.01
videofeedback,local_d2_norm_target,0.01,0.147133008008008,fake,SoRA-Clip,300,2,0.006666666666666667,0.0018301483579117855,0.023977583250306973,2000,0.01
videofeedback,local_d2_norm_target,0.01,0.147133008008008,fake,Text2Video-Zero,300,24,0.08,0.054346855395144764,0.11627324043347391,2000,0.01
videofeedback,local_d2_norm_target,0.01,0.147133008008008,fake,VideoCrafter2,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.01
videofeedback,local_d2_norm_target,0.01,0.147133008008008,fake,ZeroScope-576w,300,8,0.02666666666666667,0.01357306980864708,0.05172894295058982,2000,0.01
videofeedback,local_d2_norm_target_only,0.001,0.004004004004004004,real,all_real,500,0,0.0,4.336808689942018e-19,0.007624340461552241,2000,0.0005
videofeedback,local_d2_norm_target_only,0.001,0.004004004004004004,real,DiDeMo,250,0,0.0,8.673617379884035e-19,0.015133299495444574,2000,0.0005
videofeedback,local_d2_norm_target_only,0.001,0.004004004004004004,real,Panda70M,250,0,0.0,8.673617379884035e-19,0.015133299495444574,2000,0.0005
videofeedback,local_d2_norm_target_only,0.001,0.004004004004004004,fake,AnimateDiff,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.0005
videofeedback,local_d2_norm_target_only,0.001,0.004004004004004004,fake,Fast-SVD,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.0005
videofeedback,local_d2_norm_target_only,0.001,0.004004004004004004,fake,LVDM,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.0005
videofeedback,local_d2_norm_target_only,0.001,0.004004004004004004,fake,LaVie-base,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.0005
videofeedback,local_d2_norm_target_only,0.001,0.004004004004004004,fake,ModelScope,300,1,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,2000,0.0005
videofeedback,local_d2_norm_target_only,0.001,0.004004004004004004,fake,Pika,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.0005
videofeedback,local_d2_norm_target_only,0.001,0.004004004004004004,fake,SoRA-Clip,300,1,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,2000,0.0005
videofeedback,local_d2_norm_target_only,0.001,0.004004004004004004,fake,Text2Video-Zero,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.0005
videofeedback,local_d2_norm_target_only,0.001,0.004004004004004004,fake,VideoCrafter2,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.0005
videofeedback,local_d2_norm_target_only,0.001,0.004004004004004004,fake,ZeroScope-576w,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.0005
videofeedback,local_d2_norm_target_only,0.01,0.011511511511511512,real,all_real,500,1,0.002,0.00035313639455927456,0.011240706705146758,2000,0.01
videofeedback,local_d2_norm_target_only,0.01,0.011511511511511512,real,DiDeMo,250,1,0.004,0.0007064475340650966,0.02230578556541592,2000,0.01
videofeedback,local_d2_norm_target_only,0.01,0.011511511511511512,real,Panda70M,250,0,0.0,8.673617379884035e-19,0.015133299495444574,2000,0.01
videofeedback,local_d2_norm_target_only,0.01,0.011511511511511512,fake,AnimateDiff,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.01
videofeedback,local_d2_norm_target_only,0.01,0.011511511511511512,fake,Fast-SVD,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.01
videofeedback,local_d2_norm_target_only,0.01,0.011511511511511512,fake,LVDM,300,1,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,2000,0.01
videofeedback,local_d2_norm_target_only,0.01,0.011511511511511512,fake,LaVie-base,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.01
videofeedback,local_d2_norm_target_only,0.01,0.011511511511511512,fake,ModelScope,300,1,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,2000,0.01
videofeedback,local_d2_norm_target_only,0.01,0.011511511511511512,fake,Pika,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.01
videofeedback,local_d2_norm_target_only,0.01,0.011511511511511512,fake,SoRA-Clip,300,1,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,2000,0.01
videofeedback,local_d2_norm_target_only,0.01,0.011511511511511512,fake,Text2Video-Zero,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.01
videofeedback,local_d2_norm_target_only,0.01,0.011511511511511512,fake,VideoCrafter2,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.01
videofeedback,local_d2_norm_target_only,0.01,0.011511511511511512,fake,ZeroScope-576w,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.01
videofeedback,local_d2_norm_target_raw,0.001,-4.5555364815835695,real,all_real,500,0,0.0,4.336808689942018e-19,0.007624340461552241,2000,0.001
videofeedback,local_d2_norm_target_raw,0.001,-4.5555364815835695,real,DiDeMo,250,0,0.0,8.673617379884035e-19,0.015133299495444574,2000,0.001
videofeedback,local_d2_norm_target_raw,0.001,-4.5555364815835695,real,Panda70M,250,0,0.0,8.673617379884035e-19,0.015133299495444574,2000,0.001
videofeedback,local_d2_norm_target_raw,0.001,-4.5555364815835695,fake,AnimateDiff,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.001
videofeedback,local_d2_norm_target_raw,0.001,-4.5555364815835695,fake,Fast-SVD,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.001
videofeedback,local_d2_norm_target_raw,0.001,-4.5555364815835695,fake,LVDM,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.001
videofeedback,local_d2_norm_target_raw,0.001,-4.5555364815835695,fake,LaVie-base,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.001
videofeedback,local_d2_norm_target_raw,0.001,-4.5555364815835695,fake,ModelScope,300,1,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,2000,0.001
videofeedback,local_d2_norm_target_raw,0.001,-4.5555364815835695,fake,Pika,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.001
videofeedback,local_d2_norm_target_raw,0.001,-4.5555364815835695,fake,SoRA-Clip,300,1,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,2000,0.001
videofeedback,local_d2_norm_target_raw,0.001,-4.5555364815835695,fake,Text2Video-Zero,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.001
videofeedback,local_d2_norm_target_raw,0.001,-4.5555364815835695,fake,VideoCrafter2,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.001
videofeedback,local_d2_norm_target_raw,0.001,-4.5555364815835695,fake,ZeroScope-576w,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.001
videofeedback,local_d2_norm_target_raw,0.01,-3.6793132172146947,real,all_real,500,1,0.002,0.00035313639455927456,0.011240706705146758,2000,0.01
videofeedback,local_d2_norm_target_raw,0.01,-3.6793132172146947,real,DiDeMo,250,1,0.004,0.0007064475340650966,0.02230578556541592,2000,0.01
videofeedback,local_d2_norm_target_raw,0.01,-3.6793132172146947,real,Panda70M,250,0,0.0,8.673617379884035e-19,0.015133299495444574,2000,0.01
videofeedback,local_d2_norm_target_raw,0.01,-3.6793132172146947,fake,AnimateDiff,300,1,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,2000,0.01
videofeedback,local_d2_norm_target_raw,0.01,-3.6793132172146947,fake,Fast-SVD,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.01
videofeedback,local_d2_norm_target_raw,0.01,-3.6793132172146947,fake,LVDM,300,1,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,2000,0.01
videofeedback,local_d2_norm_target_raw,0.01,-3.6793132172146947,fake,LaVie-base,300,1,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,2000,0.01
videofeedback,local_d2_norm_target_raw,0.01,-3.6793132172146947,fake,ModelScope,300,1,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,2000,0.01
videofeedback,local_d2_norm_target_raw,0.01,-3.6793132172146947,fake,Pika,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.01
videofeedback,local_d2_norm_target_raw,0.01,-3.6793132172146947,fake,SoRA-Clip,300,1,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,2000,0.01
videofeedback,local_d2_norm_target_raw,0.01,-3.6793132172146947,fake,Text2Video-Zero,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.01
videofeedback,local_d2_norm_target_raw,0.01,-3.6793132172146947,fake,VideoCrafter2,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.01
videofeedback,local_d2_norm_target_raw,0.01,-3.6793132172146947,fake,ZeroScope-576w,300,0,0.0,8.673617379884035e-19,0.012642971224546034,2000,0.01
videofeedback,local_d2_source,0.001,0.03179366866866867,real,all_real,500,27,0.054,0.03737435018105752,0.07742656151064709,2000,0.001
videofeedback,local_d2_source,0.001,0.03179366866866867,real,DiDeMo,250,12,0.048,0.02766820153069461,0.08201230121318728,2000,0.001
videofeedback,local_d2_source,0.001,0.03179366866866867,real,Panda70M,250,15,0.06,0.036694410839108495,0.09662289271688271,2000,0.001
videofeedback,local_d2_source,0.001,0.03179366866866867,fake,AnimateDiff,300,82,0.2733333333333333,0.22600557283569578,0.3263925741194317,2000,0.001
videofeedback,local_d2_source,0.001,0.03179366866866867,fake,Fast-SVD,300,153,0.51,0.45366418945602693,0.5660829511194823,2000,0.001
videofeedback,local_d2_source,0.001,0.03179366866866867,fake,LVDM,300,122,0.4066666666666667,0.3526017598634212,0.46309159476516065,2000,0.001
videofeedback,local_d2_source,0.001,0.03179366866866867,fake,LaVie-base,300,85,0.2833333333333333,0.2353308526310286,0.33681443489960794,2000,0.001
videofeedback,local_d2_source,0.001,0.03179366866866867,fake,ModelScope,300,92,0.30666666666666664,0.2572057600770161,0.3610161887964749,2000,0.001
videofeedback,local_d2_source,0.001,0.03179366866866867,fake,Pika,300,94,0.31333333333333335,0.2634843975598553,0.36790231169730847,2000,0.001
videofeedback,local_d2_source,0.001,0.03179366866866867,fake,SoRA-Clip,300,84,0.28,0.23221902212795326,0.33334388521084696,2000,0.001
videofeedback,local_d2_source,0.001,0.03179366866866867,fake,Text2Video-Zero,300,48,0.16,0.1228535455840995,0.20574367484859174,2000,0.001
videofeedback,local_d2_source,0.001,0.03179366866866867,fake,VideoCrafter2,300,172,0.5733333333333334,0.5167859400590311,0.6280264241613689,2000,0.001
videofeedback,local_d2_source,0.001,0.03179366866866867,fake,ZeroScope-576w,300,44,0.14666666666666667,0.11110518744033696,0.19116251222500888,2000,0.001
videofeedback,local_d2_source,0.01,0.06072960460460461,real,all_real,500,56,0.112,0.08726280019410226,0.1426536880040623,2000,0.01
videofeedback,local_d2_source,0.01,0.06072960460460461,real,DiDeMo,250,26,0.104,0.07196523249243102,0.14802034070796105,2000,0.01
videofeedback,local_d2_source,0.01,0.06072960460460461,real,Panda70M,250,30,0.12,0.08536319974216687,0.166138107874371,2000,0.01
videofeedback,local_d2_source,0.01,0.06072960460460461,fake,AnimateDiff,300,159,0.53,0.4735002333859323,0.5857411883405951,2000,0.01
videofeedback,local_d2_source,0.01,0.06072960460460461,fake,Fast-SVD,300,225,0.75,0.6980484035459826,0.7956301108417443,2000,0.01
videofeedback,local_d2_source,0.01,0.06072960460460461,fake,LVDM,300,188,0.6266666666666667,0.5706551328853308,0.6794753144044509,2000,0.01
videofeedback,local_d2_source,0.01,0.06072960460460461,fake,LaVie-base,300,148,0.49333333333333335,0.43720207035328285,0.5496331692630444,2000,0.01
videofeedback,local_d2_source,0.01,0.06072960460460461,fake,ModelScope,300,145,0.48333333333333334,0.4273544128335898,0.5397336862072283,2000,0.01
videofeedback,local_d2_source,0.01,0.06072960460460461,fake,Pika,300,160,0.5333333333333333,0.4768149075854061,0.5890088943329576,2000,0.01
videofeedback,local_d2_source,0.01,0.06072960460460461,fake,SoRA-Clip,300,126,0.42,0.3655060253806384,0.4765168500152888,2000,0.01
videofeedback,local_d2_source,0.01,0.06072960460460461,fake,Text2Video-Zero,300,99,0.33,0.2792344636154957,0.3850641466008499,2000,0.01
videofeedback,local_d2_source,0.01,0.06072960460460461,fake,VideoCrafter2,300,224,0.7466666666666667,0.6945458844004171,0.7925502497954735,2000,0.01
videofeedback,local_d2_source,0.01,0.06072960460460461,fake,ZeroScope-576w,300,97,0.3233333333333333,0.2729253960837475,0.37820845374892526,2000,0.01
videofeedback,local_d2_source_mean_target_whitening,0.001,0.028427927927927928,real,all_real,500,11,0.022,0.012328008269927582,0.03896086121131637,2000,0.001
videofeedback,local_d2_source_mean_target_whitening,0.001,0.028427927927927928,real,DiDeMo,250,3,0.012,0.0040893198805342975,0.0346807804270196,2000,0.001
videofeedback,local_d2_source_mean_target_whitening,0.001,0.028427927927927928,real,Panda70M,250,8,0.032,0.01630236549364963,0.06186240283408649,2000,0.001
videofeedback,local_d2_source_mean_target_whitening,0.001,0.028427927927927928,fake,AnimateDiff,300,40,0.13333333333333333,0.09946641683411198,0.1764717620638884,2000,0.001
videofeedback,local_d2_source_mean_target_whitening,0.001,0.028427927927927928,fake,Fast-SVD,300,99,0.33,0.2792344636154957,0.3850641466008499,2000,0.001
videofeedback,local_d2_source_mean_target_whitening,0.001,0.028427927927927928,fake,LVDM,300,91,0.30333333333333334,0.2540711301237818,0.3575684385578729,2000,0.001
videofeedback,local_d2_source_mean_target_whitening,0.001,0.028427927927927928,fake,LaVie-base,300,53,0.17666666666666667,0.13767670929949632,0.22383241209237675,2000,0.001
videofeedback,local_d2_source_mean_target_whitening,0.001,0.028427927927927928,fake,ModelScope,300,63,0.21,0.1677218007333024,0.25961112257693425,2000,0.001
videofeedback,local_d2_source_mean_target_whitening,0.001,0.028427927927927928,fake,Pika,300,74,0.24666666666666667,0.20129380271657715,0.2984453027038595,2000,0.001
videofeedback,local_d2_source_mean_target_whitening,0.001,0.028427927927927928,fake,SoRA-Clip,300,60,0.2,0.1586568589669413,0.24892892376778628,2000,0.001
videofeedback,local_d2_source_mean_target_whitening,0.001,0.028427927927927928,fake,Text2Video-Zero,300,26,0.08666666666666667,0.05982889751804311,0.12395595869424827,2000,0.001
videofeedback,local_d2_source_mean_target_whitening,0.001,0.028427927927927928,fake,VideoCrafter2,300,103,0.3433333333333333,0.29188793516981404,0.398740195813877,2000,0.001
videofeedback,local_d2_source_mean_target_whitening,0.001,0.028427927927927928,fake,ZeroScope-576w,300,30,0.1,0.07094791459501532,0.1391664623846215,2000,0.001
videofeedback,local_d2_source_mean_target_whitening,0.01,0.06576576576576576,real,all_real,500,39,0.078,0.05758139347616159,0.10485354987338852,2000,0.01
videofeedback,local_d2_source_mean_target_whitening,0.01,0.06576576576576576,real,DiDeMo,250,14,0.056,0.03364764921901088,0.0917907207329439,2000,0.01
videofeedback,local_d2_source_mean_target_whitening,0.01,0.06576576576576576,real,Panda70M,250,25,0.1,0.06865492898829106,0.14345171060806458,2000,0.01
