Generative Model,n_real,n_annotated,n_total,patch_final_score AUC,patch_final_score AP
Crafter,188.0,188.0,376.0,0.8012392485287461,0.7965078257612288
Gen2,1380.0,1380.0,2760.0,0.8697211720226843,0.894440234627754
Lavie,1400.0,1400.0,2800.0,0.8113727040816325,0.8097136833091954
ModelScope,700.0,700.0,1400.0,0.8153520408163265,0.8199515957852146
MorphStudio,700.0,700.0,1400.0,0.7768448979591838,0.7693336939933586
Show_1,700.0,700.0,1400.0,0.8053357142857143,0.8024149360952841
Sora,56.0,56.0,112.0,0.8386479591836735,0.873761370102493
WildScrape,515.0,515.0,1030.0,0.7394118201527006,0.7076989009434334
Average,704.875,704.875,1409.75,0.8072406946288327,0.8092277800772452
