Generative Model,n_real,n_annotated,n_total,patch_final_score AUC,patch_final_score AP
Sora,1698.0,1698.0,3396.0,0.8944870012666464,0.8897018119873583
VEO3,1698.0,1698.0,3396.0,0.9230231367603541,0.9253651770915374
Average,1698.0,1698.0,3396.0,0.9087550690135002,0.9075334945394479
