Generative Model,n_real,n_annotated,n_total,patch_final_score AUC,patch_final_score AP
Crafter,188.0,188.0,376.0,0.7905443639655952,0.7914488282222675
Gen2,1380.0,1380.0,2760.0,0.8843226212980466,0.905174986424516
Lavie,1400.0,1400.0,2800.0,0.7612670918367346,0.7545717286620384
ModelScope,700.0,700.0,1400.0,0.822834693877551,0.8283396540902994
MorphStudio,700.0,700.0,1400.0,0.7752,0.7734226407951783
Show_1,700.0,700.0,1400.0,0.7705193877551021,0.7539901621001195
Sora,56.0,56.0,112.0,0.829719387755102,0.8573517526476302
WildScrape,515.0,515.0,1030.0,0.7461532660948251,0.7234145983170028
Average,704.875,704.875,1409.75,0.7975701015728696,0.7984642939073815
