dataset,variant,window_frames,role,group,nominal_real_fpr,threshold,threshold_n,n,count,rate,ci95_low,ci95_high,reference_real_fpr
comgenvid,global_source_local_target,16,real,all_real,0.001,0.020752752752752752,2000,898,4,0.004454342984409799,0.0017335294583041335,0.011396781534693213,0.001
comgenvid,global_source_local_target,16,real,MSVD,0.001,0.020752752752752752,2000,898,4,0.004454342984409799,0.0017335294583041335,0.011396781534693213,0.001
comgenvid,global_source_local_target,16,fake,Sora,0.001,0.020752752752752752,2000,898,158,0.1759465478841871,0.15243716104691746,0.20221659288333477,0.001
comgenvid,global_source_local_target,16,fake,VEO3,0.001,0.020752752752752752,2000,898,201,0.22383073496659242,0.1977784071746261,0.2522357886147298,0.001
comgenvid,global_source_local_target,16,real,all_real,0.01,0.04137575075075075,2000,898,13,0.014476614699331848,0.008479463819163684,0.02461000942341349,0.01
comgenvid,global_source_local_target,16,real,MSVD,0.01,0.04137575075075075,2000,898,13,0.014476614699331848,0.008479463819163684,0.02461000942341349,0.01
comgenvid,global_source_local_target,16,fake,Sora,0.01,0.04137575075075075,2000,898,301,0.3351893095768374,0.3050743731821999,0.3667082920469318,0.01
comgenvid,global_source_local_target,16,fake,VEO3,0.01,0.04137575075075075,2000,898,355,0.39532293986636974,0.36385614934865,0.42768148937796074,0.01
comgenvid,global_target_local_source,16,real,all_real,0.001,0.019254254254254255,2000,898,3,0.0033407572383073497,0.0011367953648031576,0.009775830933796432,0.001
comgenvid,global_target_local_source,16,real,MSVD,0.001,0.019254254254254255,2000,898,3,0.0033407572383073497,0.0011367953648031576,0.009775830933796432,0.001
comgenvid,global_target_local_source,16,fake,Sora,0.001,0.019254254254254255,2000,898,79,0.08797327394209355,0.07115839221557194,0.10829827085725732,0.001
comgenvid,global_target_local_source,16,fake,VEO3,0.001,0.019254254254254255,2000,898,115,0.12806236080178174,0.10778015160094628,0.1515131604702023,0.001
comgenvid,global_target_local_source,16,real,all_real,0.01,0.057900775775775765,2000,898,13,0.014476614699331848,0.008479463819163684,0.02461000942341349,0.01
comgenvid,global_target_local_source,16,real,MSVD,0.01,0.057900775775775765,2000,898,13,0.014476614699331848,0.008479463819163684,0.02461000942341349,0.01
comgenvid,global_target_local_source,16,fake,Sora,0.01,0.057900775775775765,2000,898,268,0.2984409799554566,0.2694234472971797,0.329175623016826,0.01
comgenvid,global_target_local_source,16,fake,VEO3,0.01,0.057900775775775765,2000,898,343,0.3819599109131403,0.35074843567804814,0.4141769867157894,0.01
comgenvid,global_target_local_target,16,real,all_real,0.001,0.018875750750750753,2000,898,1,0.0011135857461024498,0.00019660228203867728,0.006280654627765395,0.001
