dataset,video_id,selector,repeat,duration_seconds,total_seconds,coarse_decode_prepare_seconds,selection_seconds,coarse_forward_seconds,dense_decode_prepare_seconds,dense_forward_seconds,score_seconds,cdf_seconds,coarse_frames,dense_unique_frames,effective_k,observed_unique_frames,coarse_computed_frames,dense_computed_frames,peak_gpu_allocated_mib,peak_gpu_reserved_mib,rss_mib,process_peak_rss_mib,final_score,window_frames,source_model,subset,score_error
videofeedback,videofeedback:datasets/videofeedback/fake/SoRA-Clip/s000600.mp4,uniform1,0,2.5,0.1693712752312421,1.2466683983802795e-05,4.2421743273735046e-05,0.0,0.0913737565279007,0.0612738598138093,0.0159167721867561,0.0007478427141904,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.66875,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/SoRA-Clip/s000922.mp4,uniform1,0,2.5,0.1716739032417535,1.3880431652069092e-05,4.60892915725708e-05,0.0,0.0930902827531099,0.0613286010921001,0.0164925344288349,0.0006986036896705,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.2495,16,,,
videofeedback,videofeedback:datasets/videofeedback/real/Panda70M/p110928.mp4,uniform1,0,3.0,0.1053643468767404,1.3148412108421326e-05,4.069879651069641e-05,0.0,0.030068727210164,0.0615805443376302,0.0129612404853105,0.0006958153098821,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.328625,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/LVDM/6004632.mp4,uniform1,1,2.0,0.0995956286787986,1.200847327709198e-05,4.139915108680725e-05,0.0,0.0225179251283407,0.061418779194355,0.0148763433098793,0.0007252711802721,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.083375,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/ZeroScope-576w/8000321.mp4,uniform1,1,3.0,0.0958393327891826,1.3217329978942873e-05,4.308484494686127e-05,0.0,0.022041767835617,0.0611476711928844,0.0118150934576988,0.0007743071764707,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.130125,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/ZeroScope-576w/8002495.mp4,uniform1,1,3.0,0.0939816124737262,1.3768672943115234e-05,4.599057137966156e-05,0.0,0.0179097261279821,0.0614433959126472,0.0138687677681446,0.0006958488374948,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.1125,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/LVDM/6000460.mp4,uniform1,1,2.0,0.1012375727295875,1.202709972858429e-05,4.3664127588272095e-05,0.0,0.0254525579512119,0.0616279132664203,0.0133004430681467,0.0007965695112943,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.02475,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/Fast-SVD/9000196.mp4,uniform1,1,3.0,0.1153421960771083,1.485086977481842e-05,4.682131111621857e-05,0.0,0.0390735603868961,0.0630525965243578,0.012408323585987,0.0007415488362312,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.062,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/ModelScope/3006315.mp4,uniform1,1,2.0,0.0918863080441951,1.3433396816253662e-05,4.449672996997833e-05,0.0,0.0175798200070858,0.0614436157047748,0.012070208787918,0.0007309298962354,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.1345,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/VideoCrafter2/2000573.mp4,uniform1,1,2.0,0.1030527353286743,1.2347474694252014e-05,3.969110548496246e-05,0.0,0.0277186874300241,0.0617496743798255,0.0127802100032567,0.0007480662316083,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.013875,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/ModelScope/3004577.mp4,uniform1,1,2.0,0.1001031138002872,1.2679025530815125e-05,4.359520971775055e-05,0.0,0.0232285168021917,0.0632892362773418,0.0127824414521455,0.0007428172975778,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.104375,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/Pika/0005066.mp4,uniform1,1,3.0,0.1463741268962621,3.0115246772766117e-05,0.0001049097627401,0.0,0.0657104421406984,0.0639149285852909,0.0159089006483554,0.0006998032331466,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.00325,16,,,
videofeedback,videofeedback:datasets/videofeedback/real/DiDeMo/p008975.mp4,uniform1,1,3.0,0.1105065047740936,1.345016062259674e-05,4.099123179912567e-05,0.0,0.0338913351297378,0.0632750540971756,0.0125892497599124,0.0006925351917743,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.490375,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/Pika/0002070.mp4,uniform1,1,3.0,0.1332853715866804,1.3289973139762878e-05,4.0549784898757935e-05,0.0,0.0560455340892076,0.0615813322365284,0.0149097796529531,0.0006911195814609,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.166375,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/Fast-SVD/9000331.mp4,uniform1,1,3.0,0.1209387443959713,1.3541430234909058e-05,3.932975232601166e-05,0.0,0.043932931497693,0.0618591718375682,0.0144003666937351,0.0006896592676639,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.142875,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/AnimateDiff/5000369.mp4,uniform1,1,2.0,0.1177660580724477,1.2138858437538149e-05,3.950856626033783e-05,0.0,0.0408200528472662,0.061587544158101,0.014603454619646,0.0006993636488914,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.370875,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/Text2Video-Zero/1005967.mp4,uniform1,1,2.0,0.1020425278693437,1.2680888175964355e-05,3.830529749393463e-05,0.0,0.0247517302632331,0.062348710373044,0.0141853149980306,0.0007018689066171,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.023375,16,,,
videofeedback,videofeedback:datasets/videofeedback/real/Panda70M/p103960.mp4,uniform1,1,2.0,0.1160608809441328,1.2559816241264343e-05,3.96091490983963e-05,0.0,0.0348707418888807,0.0612790267914533,0.019174862653017,0.0006803758442401,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.5005,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/AnimateDiff/5000052.mp4,uniform1,1,2.0,0.1090734750032424,1.2287870049476624e-05,3.951042890548706e-05,0.0,0.034729640930891,0.061860142275691,0.0116961970925331,0.0007313732057809,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.052125,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/VideoCrafter2/2001302.mp4,uniform1,1,2.0,0.1035292670130729,1.2878328561782835e-05,4.496052861213684e-05,0.0,0.0282516628503799,0.0618761591613292,0.0126138776540756,0.0007259361445903,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.146,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/LaVie-base/4000449.mp4,uniform1,1,2.0,0.0902800299227237,1.2939795851707458e-05,4.499964416027069e-05,0.0,0.0159831140190362,0.0611206013709306,0.0123734064400196,0.0007411576807498,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.0125,16,,,
videofeedback,videofeedback:datasets/videofeedback/real/DiDeMo/p002652.mp4,uniform1,1,3.0,0.1090073492377996,1.4264136552810667e-05,4.618801176548004e-05,0.0,0.0349925644695758,0.0610505156219005,0.0121864937245845,0.0007126834243535,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.336875,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/Text2Video-Zero/1004271.mp4,uniform1,1,2.0,0.0972864925861358,1.2548640370368958e-05,4.4148415327072144e-05,0.0,0.0216537341475486,0.0613883212208747,0.0134285185486078,0.0007556080818176,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.393875,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/LaVie-base/4000765.mp4,uniform1,1,2.0,0.0963675566017627,1.2248754501342772e-05,4.439428448677063e-05,0.0,0.0198079049587249,0.0622053314000368,0.0135434232652187,0.0007504113018512,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.1709999999999999,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/SoRA-Clip/s000600.mp4,uniform1,1,2.5,0.1735084056854248,1.301802694797516e-05,4.368461668491364e-05,0.0,0.0950619298964738,0.0611640643328428,0.0165040995925664,0.0007171798497438,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.66875,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/SoRA-Clip/s000922.mp4,uniform1,1,2.5,0.1609582267701625,1.298077404499054e-05,4.285387694835663e-05,0.0,0.0863669645041227,0.0616499055176973,0.0121478866785764,0.0007329322397708,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.2495,16,,,
videofeedback,videofeedback:datasets/videofeedback/real/Panda70M/p110928.mp4,uniform1,1,3.0,0.1087456028908491,1.2919306755065918e-05,4.777312278747559e-05,0.0,0.0304774045944213,0.0616216361522674,0.0158371105790138,0.0007447898387908,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.328625,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/LVDM/6004632.mp4,fc1,0,2.0,0.1472301408648491,0.0171287320554256,0.0001914091408252,0.0313429366797208,0.0236031524837017,0.0619082972407341,0.0123232696205377,0.0007273368537425,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.066375,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/ZeroScope-576w/8000321.mp4,fc1,0,3.0,0.1441198121756315,0.0132090225815773,0.0002103969454765,0.0298442207276821,0.0259393788874149,0.0620305202901363,0.0121511798352003,0.0007303301244974,3,16.0,1.0,17,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.113125,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/ZeroScope-576w/8002495.mp4,fc1,0,3.0,0.1464989259839058,0.0142221804708242,0.0002019330859184,0.0305355135351419,0.0266664829105138,0.0621404349803924,0.0119859650731086,0.0007414855062961,3,16.0,1.0,17,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.5743750000000001,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/LVDM/6000460.mp4,fc1,0,2.0,0.1449659969657659,0.0146559234708547,0.0002024658024311,0.0307640265673398,0.024675115942955,0.0617618132382631,0.0121661592274904,0.0007358267903327,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.01875,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/Fast-SVD/9000196.mp4,fc1,0,3.0,0.1678972076624632,0.0205614306032657,0.000210216268897,0.0308133009821176,0.0421905573457479,0.0610354449599981,0.0123614631593227,0.0007194839417934,3,16.0,1.0,17,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.059875,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/ModelScope/3006315.mp4,fc1,0,2.0,0.1367054432630539,0.010214053094387,0.0001464076340198,0.0298743490129709,0.0201660543680191,0.0618804432451725,0.0137140676379203,0.0007060524076223,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.10675,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/VideoCrafter2/2000573.mp4,fc1,0,2.0,0.1540266256779432,0.0157938096672296,0.000149318948388,0.0303239915519952,0.0310457404702901,0.0616581700742244,0.0143010579049587,0.0007500872015953,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.010625,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/ModelScope/3004577.mp4,fc1,0,2.0,0.1403870712965726,0.0109691824764013,0.0001921858638525,0.0305644962936639,0.0239981953054666,0.0617008227854967,0.0122378133237361,0.0007197447121143,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.080125,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/Pika/0005066.mp4,fc1,0,3.0,0.1878203749656677,0.0253021288663148,0.0002492126077413,0.0308657102286815,0.0564730707556009,0.0613165739923715,0.0129019748419523,0.0007061250507831,3,16.0,1.0,17,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.0025,16,,,
videofeedback,videofeedback:datasets/videofeedback/real/DiDeMo/p008975.mp4,fc1,0,3.0,0.1490584798157215,0.0157531853765249,0.0002261325716972,0.0299667250365018,0.0292435679584741,0.0612752418965101,0.0118853114545345,0.0007031299173831,3,16.0,1.0,17,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.4453749999999999,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/Pika/0002070.mp4,fc1,0,3.0,0.1930006965994835,0.0242537800222635,0.0002465303987264,0.0308030545711517,0.0616359859704971,0.06113026663661,0.014198375865817,0.000727767124772,3,16.0,1.0,17,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.19275,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/Fast-SVD/9000331.mp4,fc1,0,3.0,0.170925959944725,0.0216850526630878,0.0002253279089927,0.0300244633108377,0.0451490841805934,0.0610938891768455,0.012029031291604,0.0007138848304748,3,16.0,1.0,17,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.02425,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/AnimateDiff/5000369.mp4,fc1,0,2.0,0.1497953310608863,0.0135743357241153,0.0001768860965967,0.0299250409007072,0.0321130286902189,0.0610010083764791,0.0123101435601711,0.0006897281855344,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.329625,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/Text2Video-Zero/1005967.mp4,fc1,0,2.0,0.1344206761568784,0.010073872283101,0.0001492630690336,0.0300135165452957,0.0202656239271163,0.0612805299460887,0.0119196139276027,0.0007134638726711,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.016375,16,,,
videofeedback,videofeedback:datasets/videofeedback/real/Panda70M/p103960.mp4,fc1,0,2.0,0.1522298287600278,0.0143267288804054,0.0001690462231636,0.0308015216141939,0.0328804738819599,0.0610979236662387,0.0122340582311153,0.0007154289633035,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.4589999999999999,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/AnimateDiff/5000052.mp4,fc1,0,2.0,0.1643923278898,0.0160235166549682,0.0001661367714405,0.0297953207045793,0.0446260888129472,0.0610198397189378,0.012035084888339,0.000721625983715,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.0418749999999999,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/VideoCrafter2/2001302.mp4,fc1,0,2.0,0.1477231290191412,0.0154574010521173,0.000185739248991,0.0307643376290798,0.0261691957712173,0.0618196241557598,0.0126037839800119,0.0007184986025094,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.1345,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/LaVie-base/4000449.mp4,fc1,0,2.0,0.131455197930336,0.0105680171400308,0.0001513380557298,0.0298169497400522,0.0167362801730632,0.0617302879691123,0.0117136146873235,0.0007342156022787,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.01125,16,,,
videofeedback,videofeedback:datasets/videofeedback/real/DiDeMo/p002652.mp4,fc1,0,3.0,0.1663509700447321,0.0205194670706987,0.0002242475748062,0.0300104320049285,0.0417565423995256,0.0610814001411199,0.0120389349758625,0.0007146671414375,3,16.0,1.0,17,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.152375,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/Text2Video-Zero/1004271.mp4,fc1,0,2.0,0.1327859219163656,0.0102342329919338,0.0002087261527776,0.0300230495631694,0.0175466500222682,0.0610468108206987,0.0129869412630796,0.0007345881313085,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.352875,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/LaVie-base/4000765.mp4,fc1,0,2.0,0.1344239898025989,0.0113015826791524,0.0001891963183879,0.0299696195870637,0.0185615792870521,0.0617040805518627,0.0119785517454147,0.0007139928638935,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.143,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/SoRA-Clip/s000600.mp4,fc1,0,2.5,0.2564752455800771,0.0386546608060598,0.0002031419426202,0.0299723669886589,0.1130249314010143,0.0610956326127052,0.0128121003508567,0.0007073450833559,3,16.0,1.0,17,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.62375,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/SoRA-Clip/s000922.mp4,fc1,0,2.5,0.2427146583795547,0.0432558227330446,0.000240271911025,0.030272165313363,0.0927929934114217,0.0616629663854837,0.013770030811429,0.0007154177874326,3,16.0,1.0,17,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.22,16,,,
videofeedback,videofeedback:datasets/videofeedback/real/Panda70M/p110928.mp4,fc1,0,3.0,0.1739063393324613,0.0202183537185192,0.0002350118011236,0.0308365486562252,0.0444503314793109,0.0623349882662296,0.0151170119643211,0.000709218904376,3,16.0,1.0,17,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.325625,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/LVDM/6004632.mp4,fc1,1,2.0,0.1436909697949886,0.0160825252532959,0.0001454390585422,0.0306295044720172,0.022476403042674,0.0612352602183818,0.012414813041687,0.0007025878876447,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.066375,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/ZeroScope-576w/8000321.mp4,fc1,1,3.0,0.1378599964082241,0.0129008404910564,0.0001915208995342,0.0297791641205549,0.0207630824297666,0.0610434636473655,0.0124486722052097,0.0007292684167623,3,16.0,1.0,17,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.113125,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/ZeroScope-576w/8002495.mp4,fc1,1,3.0,0.1402843557298183,0.011778499931097,0.0001751128584146,0.0299074258655309,0.0232341233640909,0.0609670989215374,0.0134891774505376,0.0007292684167623,3,16.0,1.0,17,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.5743750000000001,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/LVDM/6000460.mp4,fc1,1,2.0,0.1395583432167768,0.0121834017336368,0.0001977086067199,0.0302364826202392,0.0217284765094518,0.0617604721337556,0.0126943197101354,0.000752905383706,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.01875,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/Fast-SVD/9000196.mp4,fc1,1,3.0,0.1723907962441444,0.022614762187004,0.0002254601567983,0.0299745872616767,0.0456174574792385,0.0613892171531915,0.0118465535342693,0.0007121209055185,3,16.0,1.0,17,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.059875,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/ModelScope/3006315.mp4,fc1,1,2.0,0.1333113852888345,0.0099449381232261,0.0001446977257728,0.0298643428832292,0.0196106079965829,0.0609732586890459,0.0120524931699037,0.0007171183824539,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.10675,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/VideoCrafter2/2000573.mp4,fc1,1,2.0,0.1438457928597927,0.0144188273698091,0.0001666694879531,0.029971333220601,0.025055456906557,0.0617469847202301,0.0117679759860038,0.0007140953093767,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.010625,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/ModelScope/3004577.mp4,fc1,1,2.0,0.1358526144176721,0.0117604732513427,0.0001704171299934,0.0299824513494968,0.019169233739376,0.061798520386219,0.0122629832476377,0.000703727826476,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.080125,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/Pika/0005066.mp4,fc1,1,3.0,0.1951421555131673,0.0260187108069658,0.0002349074929952,0.0307843256741762,0.0606955327093601,0.0618959087878465,0.0147958472371101,0.0007120408117771,3,16.0,1.0,17,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.0025,16,,,
videofeedback,videofeedback:datasets/videofeedback/real/DiDeMo/p008975.mp4,fc1,1,3.0,0.1469506900757551,0.0146586168557405,0.0002208407968282,0.0299489814788103,0.0283175241202116,0.0610168743878603,0.0121058411896228,0.0006773602217435,3,16.0,1.0,17,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.4453749999999999,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/Pika/0002070.mp4,fc1,1,3.0,0.2062133718281984,0.0256420224905014,0.0002328809350728,0.0307837557047605,0.0742612518370151,0.0626298636198043,0.0119375810027122,0.0007209833711385,3,16.0,1.0,17,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.19275,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/Fast-SVD/9000331.mp4,fc1,1,3.0,0.1781903635710477,0.0227658692747354,0.0002261400222778,0.0300427693873643,0.0494418293237686,0.0616051815450191,0.0133864618837833,0.0007173717021942,3,16.0,1.0,17,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.02425,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/AnimateDiff/5000369.mp4,fc1,1,2.0,0.1665101591497659,0.0152717716991901,0.0001914463937282,0.0297791752964258,0.0445236917585134,0.0620308425277471,0.0139857754111289,0.0007229913026094,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.329625,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/Text2Video-Zero/1005967.mp4,fc1,1,2.0,0.1355557367205619,0.0111189093440771,0.0001371968537569,0.029856638982892,0.0194798000156879,0.062068898230791,0.0121321156620979,0.0007580798119306,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.016375,16,,,
videofeedback,videofeedback:datasets/videofeedback/real/Panda70M/p103960.mp4,fc1,1,2.0,0.1580734122544527,0.0163426175713539,0.0001666937023401,0.0298878457397222,0.035824466496706,0.0623614601790905,0.0127670112997293,0.000718479976058,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.4589999999999999,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/AnimateDiff/5000052.mp4,fc1,1,2.0,0.1567429509013891,0.0157568044960498,0.0002051200717687,0.029892785474658,0.0357870329171419,0.0619003567844629,0.0124717857688665,0.0007250383496284,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.0418749999999999,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/VideoCrafter2/2001302.mp4,fc1,1,2.0,0.153271609917283,0.0148975700139999,0.0001554321497678,0.0297843106091022,0.0336900949478149,0.0617173500359058,0.0122845117002725,0.000737952068448,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.1345,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/LaVie-base/4000449.mp4,fc1,1,2.0,0.1353468317538499,0.0105724167078733,0.0001545120030641,0.0299594569951295,0.0187353007495403,0.0611155144870281,0.0140939485281705,0.0007121004164218,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.01125,16,,,
videofeedback,videofeedback:datasets/videofeedback/real/DiDeMo/p002652.mp4,fc1,1,3.0,0.176748763769865,0.0171052943915128,0.0002055391669273,0.0299953985959291,0.0526310037821531,0.0615594126284122,0.0145399793982505,0.0007071644067764,3,16.0,1.0,17,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.152375,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/Text2Video-Zero/1004271.mp4,fc1,1,2.0,0.1394531391561031,0.0121860355138778,0.0001628752797842,0.0298650320619344,0.0224834438413381,0.0622070468962192,0.0117863938212394,0.0007577314972877,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.352875,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/LaVie-base/4000765.mp4,fc1,1,2.0,0.1364530008286237,0.0117542035877704,0.0001651104539632,0.0306616611778736,0.0199791938066482,0.0611836351454257,0.012010121718049,0.0006945952773094,2,16.0,1.0,16,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.143,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/SoRA-Clip/s000600.mp4,fc1,1,2.5,0.2454597949981689,0.0370253678411245,0.0002679508179426,0.0308436285704374,0.1023491285741329,0.0623409282416105,0.0119074657559394,0.0007197558879852,3,16.0,1.0,17,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.62375,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/SoRA-Clip/s000922.mp4,fc1,1,2.5,0.2420689072459936,0.0377482958137989,0.0002208426594734,0.0300439037382602,0.0981350317597389,0.0609904248267412,0.0142329167574644,0.0006926041096448,3,16.0,1.0,17,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.22,16,,,
videofeedback,videofeedback:datasets/videofeedback/real/Panda70M/p110928.mp4,fc1,1,3.0,0.1643374487757682,0.0173974838107824,0.0002053100615739,0.0305568948388099,0.041656345129013,0.061052257195115,0.0127560049295425,0.0007089879363775,3,16.0,1.0,17,8.0,16.0,1270.24169921875,1384.0,2147.09765625,3117.203125,0.325625,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/LVDM/6004632.mp4,uniform3,0,2.0,0.0964631047099828,1.3088807463645937e-05,5.456060171127319e-05,0.0,0.023737734183669,0.0600097868591547,0.0119301825761795,0.0007134154438972,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2151.83984375,3117.203125,0.083375,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/ZeroScope-576w/8000321.mp4,uniform3,0,3.0,0.1621919069439172,1.4672055840492249e-05,4.466809332370758e-05,0.0,0.0261397026479244,0.0920981615781784,0.0431819502264261,0.0007092971354722,0,24.0,3.0,24,0.0,24.0,1270.24169921875,1384.0,2151.83984375,3117.203125,0.101650025025025,16,,,
