dataset,video_id,selector,repeat,duration_seconds,total_seconds,coarse_decode_prepare_seconds,selection_seconds,coarse_forward_seconds,dense_decode_prepare_seconds,dense_forward_seconds,score_seconds,cdf_seconds,coarse_frames,dense_unique_frames,effective_k,observed_unique_frames,coarse_computed_frames,dense_computed_frames,peak_gpu_allocated_mib,peak_gpu_reserved_mib,rss_mib,process_peak_rss_mib,final_score,window_frames,source_model,subset,score_error
comgenvid,comgenvid:datasets/comgenvid/fake/Sora/ronron0319_846026845%2Fmd.mp4,fc3,1,10.0,0.3463431186974048,0.0789472665637731,0.000349685549736,0.0596522279083728,0.076045086607337,0.0927865523844957,0.0378742422908544,0.0006834305822849,10,24.0,3.0,31,16.0,24.0,1270.11669921875,1384.0,2152.4453125,3117.203125,0.762894019019019,16,,,
comgenvid,comgenvid:datasets/comgenvid/real/MSVD/lw7pTwpx0K0_38_48.mp4,fc3,1,10.01,1.4702591188251972,0.5900046564638615,0.000346153974533,0.0589856300503015,0.6301008276641369,0.1503990869969129,0.039737831801176,0.0006805565208196,10,36.0,3.0,41,16.0,40.0,1270.11669921875,1384.0,2173.82421875,3117.203125,0.4073826326326326,16,,,
comgenvid,comgenvid:datasets/comgenvid/real/MSVD/VxM96IYzw0Q_2_15.mp4,fc3,1,13.013,0.4720998052507639,0.0831498578190803,0.0004216581583023,0.0597343984991312,0.1275104209780693,0.1534567717462778,0.0471616555005312,0.0006612874567508,13,36.0,3.0,44,16.0,40.0,1270.11669921875,1384.0,2173.82421875,3117.203125,0.3461714214214214,16,,,
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/d5e45073-c4e6-5614-90b6-162e5011ffed.mp4,fc3,1,8.0,0.4942808225750923,0.1092971004545688,0.0003176685422658,0.0301166325807571,0.1866601724177599,0.12190274707973,0.045269263908267,0.0007121115922927,8,28.0,3.0,32,8.0,32.0,1270.11669921875,1384.0,2173.82421875,3117.203125,0.1665827077077077,16,,,
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/86344334-97ae-5493-afc4-65be75e10b08.mp4,fc3,1,8.0,0.4343608021736145,0.0994486771523952,0.0003070533275604,0.0300473663955926,0.1697271298617124,0.0912477057427167,0.0429248195141553,0.0006542038172483,8,24.0,3.0,29,8.0,24.0,1270.11669921875,1384.0,2173.82421875,3117.203125,0.3253624874874875,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/LVDM/6004632.mp4,uniform1,0,2.0,0.0932404082268476,1.331232488155365e-05,5.095638334751129e-05,0.0,0.0205914545804262,0.0599572956562042,0.0119470674544572,0.0006771609187126,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.083375,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/ZeroScope-576w/8000321.mp4,uniform1,0,3.0,0.0920364316552877,1.352652907371521e-05,4.3487176299095154e-05,0.0,0.0180722679942846,0.0609543770551681,0.0122833028435707,0.0006658732891082,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.130125,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/ZeroScope-576w/8002495.mp4,uniform1,0,3.0,0.0972134489566087,1.3688579201698303e-05,4.3665990233421326e-05,0.0,0.0231225378811359,0.0612856689840555,0.0120819341391325,0.0006620585918426,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.1125,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/LVDM/6000460.mp4,uniform1,0,2.0,0.0969996601343154,1.2326985597610474e-05,4.319660365581513e-05,0.0,0.0217828974127769,0.0622970797121524,0.0121886506676673,0.0006714835762977,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.02475,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/Fast-SVD/9000196.mp4,uniform1,0,3.0,0.1185421030968427,1.3859942555427551e-05,4.3487176299095154e-05,0.0,0.0444978903979063,0.0609299000352621,0.0123268663883209,0.0007260423153638,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.062,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/ModelScope/3006315.mp4,uniform1,0,2.0,0.0960854794830083,1.2507662177085876e-05,4.41577285528183e-05,0.0,0.0211994610726833,0.061679670587182,0.0124767608940601,0.0006692055612802,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.1345,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/VideoCrafter2/2000573.mp4,uniform1,0,2.0,0.0987926088273525,1.2438744306564333e-05,4.315562546253204e-05,0.0,0.0246259905397892,0.0610432717949152,0.0123906712979078,0.0006735641509294,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.013875,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/ModelScope/3004577.mp4,uniform1,0,2.0,0.0947572235018014,1.271069049835205e-05,4.239566624164581e-05,0.0,0.0206998977810144,0.0610842239111661,0.0122309457510709,0.0006834995001554,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.104375,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/Pika/0005066.mp4,uniform1,0,3.0,0.1255695391446352,1.3560056686401367e-05,4.390627145767212e-05,0.0,0.0503633264452219,0.0609363298863172,0.0135053545236587,0.0007034800946712,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.00325,16,,,
videofeedback,videofeedback:datasets/videofeedback/real/DiDeMo/p008975.mp4,uniform1,0,3.0,0.1157647054642438,1.3861805200576782e-05,4.533678293228149e-05,0.0,0.0390909798443317,0.0610083416104316,0.0149225313216447,0.0006802044808864,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.490375,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/Pika/0002070.mp4,uniform1,0,3.0,0.1241957396268844,1.307949423789978e-05,4.343502223491669e-05,0.0,0.0470382794737815,0.0609662067145109,0.0154526140540838,0.0006786528974771,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.166375,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/Fast-SVD/9000331.mp4,uniform1,0,3.0,0.11314108222723,1.405365765094757e-05,4.592910408973694e-05,0.0,0.0378914717584848,0.0615585912019014,0.0129664167761802,0.0006611458957195,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.142875,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/AnimateDiff/5000369.mp4,uniform1,0,2.0,0.1076092403382062,1.2148171663284302e-05,4.077330231666565e-05,0.0,0.0320589169859886,0.0610370524227619,0.0137996152043342,0.0006569996476173,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.370875,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/Text2Video-Zero/1005967.mp4,uniform1,0,2.0,0.0990157667547464,1.2548640370368958e-05,4.14922833442688e-05,0.0,0.0227669514715671,0.0613742116838693,0.0140775199979543,0.0007393024861812,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.023375,16,,,
videofeedback,videofeedback:datasets/videofeedback/real/Panda70M/p103960.mp4,uniform1,0,2.0,0.1144304145127534,1.2740492820739746e-05,4.419498145580292e-05,0.0,0.0379725117236375,0.0636264011263847,0.0120721235871315,0.0006983317434787,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.5005,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/AnimateDiff/5000052.mp4,uniform1,0,2.0,0.1085857991129159,1.2699514627456663e-05,4.328601062297821e-05,0.0,0.0344462525099515,0.0610824711620807,0.0123242437839508,0.0006732754409313,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.052125,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/VideoCrafter2/2001302.mp4,uniform1,0,2.0,0.1070704478770494,3.143772482872009e-05,9.192898869514464e-05,0.0,0.0293719992041587,0.0608428325504064,0.0160613283514976,0.0006669647991657,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.146,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/LaVie-base/4000449.mp4,uniform1,0,2.0,0.0953659210354089,1.2168660759925842e-05,3.992021083831787e-05,0.0,0.0194562841206789,0.0612995363771915,0.0139107331633567,0.0006435178220272,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.0125,16,,,
videofeedback,videofeedback:datasets/videofeedback/real/DiDeMo/p002652.mp4,uniform1,0,3.0,0.113321291282773,1.3807788491249084e-05,4.456751048564911e-05,0.0,0.0370836742222309,0.0612918566912412,0.0142002701759338,0.0006833188235759,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.336875,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/Text2Video-Zero/1004271.mp4,uniform1,0,2.0,0.095622943714261,1.2638047337532043e-05,4.398636519908905e-05,0.0,0.0215348731726408,0.0610480811446905,0.0123063344508409,0.0006733126938343,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.393875,16,,,
videofeedback,videofeedback:datasets/videofeedback/fake/LaVie-base/4000765.mp4,uniform1,0,2.0,0.0908456593751907,1.2639909982681274e-05,4.212372004985809e-05,0.0,0.0171444118022918,0.0610024705529212,0.0119651425629854,0.0006755385547876,0,16.0,1.0,16,0.0,16.0,1270.24169921875,1384.0,2150.08203125,3117.203125,0.1709999999999999,16,,,
